author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,ranking,helpful_votes,total_review,visibility_status
Mommyoftwo,/gp/profile/amzn1.account.AGSC2RCE2CDFP7L3PQ5MHNCUHDCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 8, 2020",0,,https://www.amazon.com/Intex-Sunset-Glow-Baby-Pool/product-reviews/B000I9RZOW/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,Your browser does not support HTML5 video.           Pros- its a perfect little kid pool! Its not super deep but not too shallow. My daughter is 2 an we use it for her bath tub in our shower. In almost 2 years we have used it so much an only needed to buy 2 so far. So thry are cheap an last along time. I honestly dont no what id do without these pools. My youngest knows when I grab the pool its tubby time! An its super easy to inflate. Needs more air about once a week (but again we use it allot )Cons- i cant really think of any cons. Its a small pool but its. Meant to be a small one. Its really what it says in description :),Its perfect. Il only buy these ones for my daughters bathtub in shower,Verified Purchase,2 people found this helpful,677951,256,135,Public
Jessica W-P,/gp/profile/amzn1.account.AEWBR4DFDHYMQJDGFL7Z22JL4N4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 9, 2019",0,,https://www.amazon.com/Intex-Sunset-Glow-Baby-Pool/product-reviews/B000I9RZOW/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,"I used this pool for a baby playdate. We had three babies in the pool age 5 months to 9 months and it worked well. I plan to use this pool indoors with little plastic balls. I also will continue using it outdoors and fill it with water for the little one to play in. I really like how the bottom of the pool is cushioned so regardless of the surface the post setting on it'll be a layer of cushion under your baby. I think it's sturdy enough for dogs as well.*if you find this review at all helpful, please click the HELPFUL button below as it motivates me for future product reviews.",Fun times,Verified Purchase,3 people found this helpful,47618,533,45,Public
Genesis Sanchez,/gp/profile/amzn1.account.AEPF4XK4DN7IXTVHBE3YZ6FWWAUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 14, 2020",0,,https://www.amazon.com/Intex-Sunset-Glow-Baby-Pool/product-reviews/B000I9RZOW/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,I got this for my almost 6 month old who already sits by herself. And I loved it!! Its super easy to inflate with your mouth lol and it's super sturdy I only put water to the green part and my 18+lb baby didn't knock it over when she layed on the side. We will definitely use it during fall as well in her room with some plastic balls. Or to keep her put so she isn't moving around the house. Must need in my opinion!,"Awesome baby pool, need!",Verified Purchase,2 people found this helpful,460615,31,62,Public
Kate,/gp/profile/amzn1.account.AF72ZNIYX3HEVI7QZ43XV37SUGIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 18, 2020",0,,https://www.amazon.com/Intex-Sunset-Glow-Baby-Pool/product-reviews/B000I9RZOW/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,"My baby turned 1 year old this spring and I was looking forward to taking him to the pool this summer... then the pandemic broke out and lo and behold! No pools open this season! So, what is a mom to do when her little one LOVES water? get an inflatable pool to take baths in the balcony of our condo. This pool is PER.FECT! I just love it. It is not so easy to inflate by lung power alone, so I used the manual pump I got with my yoga ball and it was a breeze. I love that the bottom is cushioned and my baby is very comfortable. If inflated properly, he cannot feel the hard floor at all. I also placed nine 12-in. foam tiles at the bottom, but that was mostly to protect the pool itself from anything that might puncture it, and the pool fits perfectly in the 3x3 foam tile square. we've used it a couple times since the summer started a little colder than usual with a polar vortex! but plan to use it way more as the temperatures go up :-)",Perfect little kiddie pool!,Verified Purchase,,2403148,10,51,Public
Cassie,/gp/profile/amzn1.account.AHEE3QMKROVWV6XVCYNKNKCDK55A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 7, 2019",0,,https://www.amazon.com/Intex-Sunset-Glow-Baby-Pool/product-reviews/B000I9RZOW/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,"My one year old son loves playing in this pool. It was very easy to inflate, however, it's not super sturdy on the sides - when he tries to stand up while holding onto the sides, it sinks down (even when all the way inflated). This could potentially be dangerous, however we always supervise him. Very easy to inflate and deflate. We've been using this on our porch and plan to bring it on our beach vacation next week. No complaints especially for the price point.",Great pool for my one year old,Verified Purchase,3 people found this helpful,2468840,24,18,Public
AmazonCustomer5,/gp/profile/amzn1.account.AHG4DFK36CHUQTGPGQRHEJJDKX7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 7, 2018",0,,https://www.amazon.com/Intex-Sunset-Glow-Baby-Pool/product-reviews/B000I9RZOW/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,4.0 out of 5 stars,"Perfect little pool for your little one at the beach or wherever!  It is small enough that you can carry it up to the beach when it is already inflated.  This pool fit a one and a two year old in it...just sitting playing with some toys.  Each color section has a separate plug to inflate so you are not totally exhausted and it is possible to do it with your mouth.  This kept our little one totally entertained at the beach (9-12 months old) since he doesn't like the sand yet.  The bottom also can be blown up to make it a little cushioned for your little one too.  It also comes with a patch in case you get a hole. 2 negatives but not horrible...our pink section had a slow leak the moment we took it out of the box.  We found where we thought it was but it must of had more then one bc even after patching it up it didn't stay inflated.  It wasn't horrible since it was the top ring we were still able to use the pool all summer.  The second negative is the plug for the bottom of the pool didn't push down flat so our little one constantly wanted to play with it, but no big deal.  Great little buy for a lot of fun memories made!",Perfect little pool for your little one.,Verified Purchase,One person found this helpful,3556051,13,16,Public
Amazon Customer,/gp/profile/amzn1.account.AFNR6XNROYMM2X5OK4G6D3MNILPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 2, 2020",0,,https://www.amazon.com/Intex-Sunset-Glow-Baby-Pool/product-reviews/B000I9RZOW/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,4.0 out of 5 stars,"This is a great little pool, our 1 year old and 3 year old love it. We bought one summer 2019 for 10 dollars, which felt like an appropriate price for what it is. Our kids were pretty wild with the pool and caused a hole in it, so we bought a new one about a month ago. We then paid 14 dollars. Now all of a sudden it’s 20 dollars?! A 100% increase in price over a year, when the product is the exact same is absurd. Again, great little pool, but as of now the price point does not match the quality","Great pool, for 10 dollars...",Verified Purchase,One person found this helpful,487778,55,53,Public
LockhartLocks,/gp/profile/amzn1.account.AET3ADXCNPKDEZX6TOD3GM4RQ2KQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 5, 2021",1,,https://www.amazon.com/Intex-Sunset-Glow-Baby-Pool/product-reviews/B000I9RZOW/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,2.0 out of 5 stars,"Extremely disappointed to discover the pool I bought to use in a photo shoot, was completely covered (ALL the way around the circumference of the middle yellow ring) with black printed warning labels.I bought this pool based on the photos in the Intex ad, which show zero black writing on it. Sure, you could assume the pool was just turned to cover that for the photos the company took. But it is impossible to turn this pool in any direction without it showing. If the distance around the pool is 9 feet, then 7 of those feet are covered in writing from top to bottom of the middle ring. This was photoshopped out to mislead people into thinking they were buying something that looked nothing like what they'd actually get. And that's the part that annoys me. I understand warnings have to be put on things like this. That's fine. But I've never seen a pool so ridiculously covered like this one. And I don't think it's right to alter a product's photo to dupe people into spending their money on it.I needed this fixed so I bought a roll of yellow duct tape thinking I could just cover it up before the photo shoot. Nope. Shone though. Tried yellow vinyl from my Cricut. That didn't work either.So if you didn't care about this stuff then I'm sure the pool would work fine for you. A little difficult to blow up, but held air well. If you need it to look like the pool they tell you they're selling, then you'd be better off looking elsewhere.",Misrepresented/misleading ad photos,Verified Purchase,,1841564,16,10,Public
Amazon Customer,/gp/profile/amzn1.account.AFIEADRBWLQGFSFFPR5VG5SCODQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 8, 2019",0,,https://www.amazon.com/Intex-Sunset-Glow-Baby-Pool/product-reviews/B000I9RZOW/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,"This pool is absolutely perfect for the beach and outdoors on your patio. It is light enough to carry in your bag, easy to inflate, and the perfect size for a baby or two. We purchased two one for my son and the other for my niece. Let’s just say my other older nieces and nephews wanted one of their own. I brought along a handheld pump to make it easy to blow up by the shore. When we were finished we carried it back to our beach house and it is very light and the perfect size. I also love the price of the pool; I searched high and low for a quality/cheap pool and this one fit the bill. I am very pleased with this pool!",Perfect for the beach! 🏖,Verified Purchase,2 people found this helpful,4729787,17,22,Public
Aimarooni,/gp/profile/amzn1.account.AGZFXOFXVP3U2BAH4GRSPNRJYG5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 12, 2018",0,,https://www.amazon.com/Intex-Sunset-Glow-Baby-Pool/product-reviews/B000I9RZOW/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,4.0 out of 5 stars,"This is soooooo small, I should remove another star, but I guess I didn’t really think about the size.  Not sure if I am the only one but I struggled to blow up the blue bottom section. The reason for the 1 star deduction. I had expected small, but rather than think about the measurements I kind of went off the pictures of kids in it. Bad decision. My daughter can’t even bring more than a toy or two into the water with her without the pool basically being crowded. It’s my fault but I regret my order. I really wish I had gone to the next size up.",Very very very small! Should have gone next size up.,Verified Purchase,One person found this helpful,31094,385,255,Public
Kindle Customer,/gp/profile/amzn1.account.AHLBP6MQK44QWBE4SKWVU7ODM23A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 10, 2019",0,,https://www.amazon.com/Intex-Sunset-Glow-Baby-Pool/product-reviews/B000I9RZOW/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,"Got this for our grandson as a first pool. He loved it!  Then it wasn't used as he could crawl right out of it and into trouble. So we moved him to our 12 ft above ground  pool in a floaty. It sat for a bit, then one day I brought it inside, put blankets in it and his best toy, and it is now his cozy coze nap station. He loves it!!! Don't know what it will be used for next, but it is a handy little pool!!!  And yes, it's great on concrete and also hardwood floors with that extra bottom cushion!",Such a useful pool!!!,Verified Purchase,One person found this helpful,425237,49,41,Public
fredact,/gp/profile/amzn1.account.AERWB2XZFLFTUJIZAY2SZYDYFEPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 18, 2018",0,,https://www.amazon.com/Intex-Sunset-Glow-Baby-Pool/product-reviews/B000I9RZOW/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,"I have an annual party (indoors) where I get a 1/2 keg of beer.  I put the beer in a tub of ice.  But the tub ""sweats"" from all the condensation making a puddle on the floor, or soaking the carpet.I bought this to set the the tub in.  It works perfectly for that!  The tub fits fine and all that condensation is caught in the pool.  I usually end up with an inch of water in the pool.  I highly recommend.I have no idea if it works well as a kid's pool, I've never used it for that.",Great for holding a beer keg tub,Verified Purchase,2 people found this helpful,3255380,27,39,Public
Kaitlin O.,/gp/profile/amzn1.account.AELKBOPGAPY4SWEATKPKCTQD7H4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 2, 2020",1,,https://www.amazon.com/Intex-Sunset-Glow-Baby-Pool/product-reviews/B000I9RZOW/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,"Perfect size for my toddler. We use it in the yard and at the beach (she isn’t a fan of the ocean yet!). The bottom inflates which makes a soft seat for my baby, but it’s also a little hard to balance on for her (which isn’t a big deal for us). I haven’t had issues with durability at all, so I imagine those who have had problem may have just gotten a bad on out of the batch. If this pops I’ll be buying another.",Perfect size pool for a toddler!,Verified Purchase,One person found this helpful,2578869,17,28,Public
Gabriela Manchego,/gp/profile/amzn1.account.AFW3RBM65NDUO4LUTVRPY765ED3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 17, 2020",2,,https://www.amazon.com/Intex-Sunset-Glow-Baby-Pool/product-reviews/B000I9RZOW/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,"My 6 months old can't stop staring at it. She loves it! The colors are bright and I also love that the bottom part is also inflatable. Definitely even more comfortable for the baby. We put it earlier in the morning, by the time we use it the water was completely warm. Make sure you have a step stool where you can sit on it to supervise otherwise you'll be a little uncomfortable unless you don't mind sitting on the floor.",Beautiful!,Verified Purchase,2 people found this helpful,6476053,4,8,Public
K. Baker,/gp/profile/amzn1.account.AGYOEOPU7WM3EAM4CVTAJHPHR4LA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 22, 2020",4,,https://www.amazon.com/Intex-Sunset-Glow-Baby-Pool/product-reviews/B000I9RZOW/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,2.0 out of 5 stars,"This product is not great. My expectations were mid-grade to start with but this has just been disappointing. The pool does NOT fully inflate like the advertised pictures in the listing. We tried a bike pump first, then went to Big5 to purchase an INTEX brand pump because we thought that was the issue. Nope. Just a poorly manufactured product. I'm keeping it because I just need it for ""messy"" toddler play indoors, so it doesn't need to be perfect. However, I definitely would not choose and purchase this pool again if I was looking for a small inflatable pool.",Not worth purchasing,Verified Purchase,,900480,55,27,Public
Josephine,/gp/profile/amzn1.account.AH3ZYWOLI5KDV7XANLLNFI4YB45A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 29, 2021",0,,https://www.amazon.com/Intex-Sunset-Glow-Baby-Pool/product-reviews/B000I9RZOW/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,I’ve bought this twice. I have twins and I use one in my patio for them to play and one in my shower to help bathe them. I have a huge shower and realized early on a baby tub just wasn’t cutting it. This little pool is perfect. I’ll probably buy a third for my 3 year old to play with her dolls. Definitely worth the money can’t go wrong. Beats paying 25 for a stupid Barbie doll mini pool and keeps falling apart a d the kid gets frustrated here they can sit and and play,Worth every penny,Verified Purchase,,3261488,3,59,Public
Rebecca Beacham,/gp/profile/amzn1.account.AGCCGPKW267J23VVTESFLXNFNODQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 16, 2019",0,,https://www.amazon.com/Intex-Sunset-Glow-Baby-Pool/product-reviews/B000I9RZOW/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,"We brought this to the beach for our 8-month old who wasn’t quite crawling yet. It was great for her to hang out in with just a little sea water added and under our tent. Kept her from eating the sand and getting sand everywhere. We’ll trying using it again this month - she’s 11 months now and quite a crawler - so we’ll see if it does anything to contain her any more. It’s super compact and easy to bring to the beach for the day, deflate and bring home, rinse and repeat.",Great for baby on the beach!,Verified Purchase,,1529883,106,64,Public
Amazon Customer,/gp/profile/amzn1.account.AHF5EY4SS75F2TSRWZKBZVJYLCOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 11, 2018",1,,https://www.amazon.com/Intex-Sunset-Glow-Baby-Pool/product-reviews/B000I9RZOW/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,4.0 out of 5 stars,I gave it 4 out of 5 because the bottom keeps deflating. And it does so pretty quickly. I bought it mainly to use as a ball pit. Will eventually try it out withwater but have not yet. It’s cute and overall it serves its purpose. Bummed about the bottom deflating but I still like it. I would probably purchase again but would not pay anymore than what I paid this time. There are 200 balls in it in the photo but they are very small ones. Larger ones would probably fill it up better but my daughter can hold these ones. She’s 11 months and fits in this pool perfectly with some stuffed animals and she loves it.,Good for the price.,Verified Purchase,One person found this helpful,5316045,12,36,Public
...,/gp/profile/amzn1.account.AEW45RL4AZDKIU5K7B3PUY5IKP5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 24, 2020",0,,https://www.amazon.com/Intex-Sunset-Glow-Baby-Pool/product-reviews/B000I9RZOW/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,"I am currently totally obsessed with everything rainbow.  My baby is 9 months old, and this is the perfect size for her.  The walls are sturdy enough to where she can lean on them and they won't collapse, and can also hold her up when she's sitting and leaning on it.  The padding on the bottom is just the right amount to where we can put it on the concrete and it still feels very comfortable and cushioned.  I highly recommend!",Perfect for little ones!,Verified Purchase,,52855,290,80,Public
Allyson,/gp/profile/amzn1.account.AFLUIJ5ZVJODFURYYTTUTZJJNVYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 14, 2021",1,,https://www.amazon.com/Intex-Sunset-Glow-Baby-Pool/product-reviews/B000I9RZOW/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,3.0 out of 5 stars,"It works well for my intended purpose (ball pit), but it is definitely not round like it should be. It does seem sturdy, as my little one has been jumping in and out of it with no air leaks.FYI- 200 ball pit balls seems to be the right amount for this size baby pool.",Not round,Verified Purchase,One person found this helpful,2069991,14,36,Public
yazmin zavala,/gp/profile/amzn1.account.AHRYISBH4AFVAEFLHF2W2W5X6N5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 11, 2020",0,,https://www.amazon.com/Intex-Sunset-Glow-Baby-Pool/product-reviews/B000I9RZOW/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,3.0 out of 5 stars,"I had high hops for the pool. At first we were using it inside the house as a play area for the baby. It provided the perfect cushion for her when she would fall since she was just learning to sit up. Last week we took the pool outside to use as is intended and after the first use the bottom part got a hole. The whole bottom part of the pool can not inflate and we aren’t even sure how it was punctured. Now the pool doesn’t have the same structure. If you plan on using this pool inside, it works fine but be warned that can easily get a hole.",Great when used inside. Did not work as a pool,Verified Purchase,One person found this helpful,17596130,1,4,Public
Mr. Vang,/gp/profile/amzn1.account.AEQYONW6BPFJTKMS4CVN2UAO57YQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 27, 2021",0,,https://www.amazon.com/Intex-Sunset-Glow-Baby-Pool/product-reviews/B000I9RZOW/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,2.0 out of 5 stars,"I bought this because my daughter saw our next door neighbor has a swimming pool outside and she was gonna get in but I didn't want her to because it isn't hers.  So I order this for her just for temporary use.  I know this isn't the best nor the sturdiest in design, but she is only gonna use it one or two times then it's a throw away junk.  Until I find one that's more durable and made with  better materials for long term use.",It's a one time use then toss it out the door once they're ripped or no longer hold air.,Verified Purchase,,906318,35,136,Public
