author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,ranking,helpful_votes,total_review,visibility_status
Denise A. Gowan,/gp/profile/amzn1.account.AEPIGLBBU4UYDR4J2ZO7HNIYN24Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 11, 2019",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,4.0 out of 5 stars,"The necklace’s colors are vibrant and it appears to be of good quality, however,  I think the extension links found on most costume jewelry cheapens the look of the item.  It is especially noticeable on us gals with short hair.  Fine jewelers do not use this practice. I would like to see the extension links removed and the delicate smaller chain extended to a reasonable length.",What is with the extension links? !?,Color: 04-April-Rainbow Opal WhiteVerified Purchase,8 people found this helpful,1872497,29,34,Public
Cindi,/gp/profile/amzn1.account.AEB7DPTC4XL2BJ5LQ5WJAAMF6FFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 14, 2019",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,The company Leafael is great the products are great quality and they box them in exquisite boxes. I now own 3 pieces from this company and love each one but i think this is my favorite and i always get compliments when i where it :),Unbelievable sprakle,Color: 04-April-Rainbow Opal WhiteVerified Purchase,10 people found this helpful,138482,72,142,Public
Kitty Cat mom,/gp/profile/amzn1.account.AFHX5MRAJICQYJYR3Y33U5A2D7QA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 9, 2020",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,"I am in love with this necklace! I like the fact that the chain isn’t too short or too long, it’s the perfect length. I bought the matching earrings to go with it! Together, they are mesmerizing! The color is such a beautiful shade of blue, the online photo doesn’t do it justice! It’s like staring into a crystal, clear blue pool of gorgeousness. The packaging is superb. It arrives in a white/silver box and the necklace is wrapped with care. I’ve never seen a seller take so much care in wrapping and prepping their products for shipping. 10/10 I’d recommend!",Stunning blue stone,Color: 12-December-Turquoise Aquamarine BlueVerified Purchase,4 people found this helpful,1092879,44,40,Public
JEFF,/gp/profile/amzn1.account.AGIEOWHE2L5SOP5TKU2KX7RC3DZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 16, 2019",3,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,very good，my mom very like it，me too. thats a goodidea for Mother's Day gift.,good product,Color: 08-August-Peridot GreenVerified Purchase,12 people found this helpful,3577010,39,53,Public
Katie C,/gp/profile/amzn1.account.AHIVWIGXAM7DD4F5AKC5OCYO42JA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 5, 2020",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,"My sister owns a green emerald ring from Swarovski and I wanted to find her a necklace that matched the color of her $100+ ring. I bought the green emerald heart pendant necklace from Leafael for $40 and I was stunned at the quality of both the necklace and the white box padding it came from. The padding was plush and velvet on the inside. And as for the necklace, it looked 100% identical to quality of the emerald stone of my sister’s more expensive Swarovski ring. Also, with the package came a coupon to get 10% off the next Leafael purchase- which I’m definitely gonna get.I’m thoroughly impressed with the quality of this necklace. It made a fantastic birthday present for my sister but it would also be a better fitting gift for Valentines Day, an anniversary, or Christmas. Why go shop at Pandora, Swarovski, and other higher end places when you can get the same quality and the same look with jewelry from Leafael? Amazing jewelry.",Sister Birthday Present- She was stunned,Color: 05-May-Emerald GreenVerified Purchase,One person found this helpful,1235579,273,187,Public
April De_lor,/gp/profile/amzn1.account.AEGPIB77SZNKCNNADHP3BE7TLOYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 5, 2020",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,"Got this for my Mom since her favorite color is green, we were in Quarantine and I knew Amazon prime will deliver on time for Mother’s Day.  1. mad because the price change I paid more than what the current price is. 2 the current prince is reasonably decent for what you get. 3. The reviews I read after the fact. Saw several people saying it changes. We haven’t experienced that yet.Still looks pretty so far.",Wasn’t worth the price I paid.,Color: 05-May-Emerald GreenVerified Purchase,3 people found this helpful,1991565,35,29,Public
Amazon Customer,/gp/profile/amzn1.account.AHQ3TUFDCEURM6SECBWL6GUJJXVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 22, 2020",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,I originally planned on getting it from my wife but we lost her 2 months ago she was diagnosed three weeks prior with stage 4 cancer so that time I did not get it. But then a few weeks later I had this feeling that my wife would have wanted me to get it anyway and give it to her 40 year old daughter because it was her birthstone also. So I gave it to her in memory of her Mom and I my love for her. she loves it,Lover necklace serving as a memory,Color: 01-January & July-Siam Ruby RedVerified Purchase,2 people found this helpful,872033,17,27,Public
JLM010,/gp/profile/amzn1.account.AETNX5QK2LR6W5DFGI6LP3SUPXBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 17, 2019",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,1.0 out of 5 stars,Product should DEFINITELY FOR SURE not be bought for anyone you care about. Maybe worth 5 or 10 dollars at best. But knowing what I know now I wouldn't even spend that on it. I DO NOT RECOMMEND THIS NECKLACE to anyone.,In person it Looks cheap. Feels cheap.,Color: 06-June-Alexandrite Light PurpleVerified Purchase,7 people found this helpful,1032921,7,7,Public
Lori Murphy,/gp/profile/amzn1.account.AFMGFNEFO6N5X6VRRI2ZWAWNLJ2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 3, 2020",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,3.0 out of 5 stars,"My husband is so sweet! He got this for me for our anniversary which completely surprised me. It’s very pretty but, the charm itself I like but if you are allergic to metales at ALL do not get this particular one. My neck broke out in red bumbs and was sore. I had no idea why my neck was so sore and then it hit me that it was the necklace!! I can get a different necklace for it and put clear fingernail polish on the back of the charm and be able to wear it but I’ll have to use my own necklace. That one just won’t due. It’s cheap material or something. But like I said the charm is very pretty and my husband picked it out so it’s super special to me. <3",Special but not great quality,Color: 09a-September-Bermuda Sapphire BlueVerified Purchase,One person found this helpful,755478,404,73,Public
Paul,/gp/profile/amzn1.account.AG5MVTPSUSVOA4IT3PLMIURMAQ4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 4, 2020",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,1.0 out of 5 stars,So silver tone means your wife if she has a pale complexion it will leave a green stain around here neck. The necklace is cheaply made it seems. Don’t but it,Don’t do it. It’s made of “sliver tone”. Cheap crap,Color: 01-January & July-Siam Ruby RedVerified Purchase,5 people found this helpful,25044718,6,9,Public
Matthew Wilson,/gp/profile/amzn1.account.AFW5VWICHVVXWDNBUEJC4OP5JATA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 19, 2020",1,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,1.0 out of 5 stars,"The photo they use is not an accurate representation of the actual stone. They show a clear stone of good quality. What you get is a stone so cloudy it appears plastic. (See photo attached). Returned for full refund, and would not recommend.",Had to return,Color: 13-Healing Stone for Luck-Jade Opal GreenVerified Purchase,5 people found this helpful,84149903,14,10,Public
Belinda R.,/gp/profile/amzn1.account.AEHOFOJX3CRW4JBXOVFCLDOVNNYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 23, 2020",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,"This necklace fully met my expectations; I selected this necklace as part of a Christmas gift for my mom and I know she will feel blessed by it. From other reviews, I knew that the pendant would be a little larger than I would have otherwise chosen for my mom (she is quite petite), but I hoped it wouldn't be too large - and it isn't (whew!). ;-)  Now I can't wait until Christmas to give it to her (and I can't wait to see her wear it).. Very happy!!",LOVELY!!,Color: 04-April-Rainbow Opal WhiteVerified Purchase,One person found this helpful,707772,48,22,Public
Tia Bryan,/gp/profile/amzn1.account.AGFFU32FAEGNWUPUZWLRZJXDKCDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 1, 2020",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,2.0 out of 5 stars,"Husband purchased this for an anniversary present and thought it would be a great and simple gift. It was at first, but it hasn’t even been three weeks and most all of the little gems on the side piece have fallen off and gone missing. Perhaps if it wasn’t worn often it would last longer, but what’s the point of a necklace you can’t wear? For the price I would expect a bit longer of a lifespan from it. It is very pretty when first opened, but at this point it’s going to need some diy crafting to fix it and make it look presentable again.",Nice for an occasional wear,Color: 11a-November-Amber BrownVerified Purchase,One person found this helpful,1240271,17,33,Public
viperron,/gp/profile/amzn1.account.AG3BE5TTGNKYF3VXVFFDXB5L3CPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 15, 2021",3,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,"I’ve been buying expensive jewelry for 50 years, having said that I was amazed at this little piece of inexpensive jewelry and how beautiful it is but even more with the presentation of the bag and the box it came in.  If one didn’t know better one would think it was 10 times the price. Knowing this sounds like a paid advertisement I can only say I almost never write a review and when I do it’s short and sweet . This product deserves the time even as I watch my favorite tv show The Good Doctor.  Ron Langley",Monster bang for the buck,Color: 06-June-Alexandrite Light PurpleVerified Purchase,,2939049,465,71,Public
SL,/gp/profile/amzn1.account.AEE5UGWFLCI5ODJS5CZFJAZLKSTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 24, 2019",1,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,"Pretty, good size good price for it...Very nice looking.  Hard case with outer small shopping bag cover",nice gift for someone,Color: 04-April-Rainbow Opal WhiteVerified Purchase,5 people found this helpful,522748,899,577,Public
Amazon Customer,/gp/profile/amzn1.account.AGUKZ2IFPSFUEQLJ2SSAGZEBYC7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 28, 2020",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,2.0 out of 5 stars,"Looks nice from a distance, but the heart “gemstone” is rather chintzy. Kinda reminds you of those plastic gemstones. The wife barely wears this. We should’ve returned it, but she didn’t want to upset me by saying that she didn’t want it (as it was a gift), until several months later. I would recommend this for a younger girl that likes jewelry, but isn’t ready for nicer jewelry yet.",Rather chintzy....,Color: 09a-September-Bermuda Sapphire BlueVerified Purchase,One person found this helpful,237142,1,39,Public
Richard Cardenas,/gp/profile/amzn1.account.AEGWEBVW2UNSYN4SUHSQILPRMQVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 14, 2020",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,"I got this as a little trinket piece for my wife and was delighted to see how much she loved it. Adorned with her birthstone, a garnet, she put it on and immediately wore it around the house the rest of the day. It's not the most expensive piece of jewelry I've ever bought her, but seeing how happy it made her to receive this beautiful piece is all the worth it needs.",Pretty pendant for my pretty wife,Color: 01-January & July-Siam Ruby RedVerified Purchase,One person found this helpful,575111,19,30,Public
brenda colmenero,/gp/profile/amzn1.account.AF574ZAB72JO3TODUBHKXV3YKUKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 28, 2020",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,This was actually a gift to me from my son that my mother ordered on our account. This def worth it. The heart is bigger than expected but not too big. That packaging was beautiful. Bag and glittery box 😍. I like that it came un assembled bc my son loved he had to take the box and put it in the gift bag to give to me. Makes it more personal,Must buy,Color: 06-June-Alexandrite Light PurpleVerified Purchase,One person found this helpful,2582337,82,74,Public
Songbird,/gp/profile/amzn1.account.AGTYZSFJ74Y3PWGWE5FXDQQGFFJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 30, 2020",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,4.0 out of 5 stars,It is a  beautiful necklace but there are two things that keep it from getting 5 stars: 1) due to how the chain is attached the necklace keeps turning show the backside of the necklace shows so you can't see the stone and 2) the holes on the chain are very small when trying to close it.,Beautiful necklace but...,Color: 03-March & December-Light Sapphire BlueVerified Purchase,One person found this helpful,1490974,42,95,Public
Grunt,/gp/profile/amzn1.account.AGLSRNDVR6NHLVDMGW5Q3JJF5FCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 5, 2021",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,I previously purchased another Leafael necklace for my wife and since it was my daughter's birthday I was scrolling thru Amazon and happened upon this brand's  tourmaline looking necklace and it was perfect. Came boxed with a fitted gift bag making it easy for Dad. It's not as subtle as my wife's dark stone but both are mounted well and both are elegant at a competitive price. Both liked their necklaces. Great all around purchase on my part.,Attractive Eye Catching Pendant,Color: 14-Healing Stone for Protection-Rainbow Tourmaline BlackVerified Purchase,,3917129,738,73,Public
Chris Leighton,/gp/profile/amzn1.account.AECVQ3NB4RN4GM3UHJIGIXCOMMMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 13, 2020",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,5.0 out of 5 stars,My wife (fiancé at the time she got it) loves this! She was so happy with the way it looked she would not wear it until the day we got married. The color really popped and she got a lot of compliments on it.,Quality and color,Color: 06-June-Alexandrite Light PurpleVerified Purchase,2 people found this helpful,2041127,39,32,Public
val,/gp/profile/amzn1.account.AFWHV6JKJBJ225GUUPDQ2L7AEDPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 6, 2021",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,1.0 out of 5 stars,I was so in love with this necklace and would buy another it was so beaufitul.....my husband bought it for me for Christmas and within two months two of the little stones are gone.  I know it didn't cost a lot but maybe stronger glue or whatever keeps the little stones in place might be worth doing when you create these ....I won't buy another because the same thing will most likely happen ...so sad.,Very beautiful but don't buy it,Color: 11a-November-Amber BrownVerified Purchase,,2933465,48,69,Public
Nick simons,/gp/profile/amzn1.account.AEPIM4JONLPJCTRAOVOORGN735SA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 13, 2019",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,1.0 out of 5 stars,Paint started to flake off looks cheap after it all faded! Was a good gift till after it looks like crap and you look like a cheapskate!,BAD BUY!!!,Color: 04-April-Rainbow Opal WhiteVerified Purchase,7 people found this helpful,1175165,9,7,Public
Deb,/gp/profile/amzn1.account.AH6QYD53DHN76TKT42QTGNCC7TDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 24, 2019",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,3.0 out of 5 stars,"Very pretty but it keeps flipped over to the all silver side. It should be designed so if it flips over you still see the crystal, no silver side. I did put it on a heavier white gold chain and it helps to keep the heart from flipping over",Pretty but minor design issue,Color: 02b-February-Tanzanite PurpleVerified Purchase,3 people found this helpful,863620,24,37,Public
RachaelGray,/gp/profile/amzn1.account.AG5MOP5BMK3B5GJLC2MJSGSQPYPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 29, 2020",4,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,5.0 out of 5 stars,"This necklace is a must-have for all November Birthstone/ Citrine lovers! Anyone in general will also love it as the stone is versatile and goes well with everything! It's a silver and gold combination that can't go wrong! With a beautiful heart shaped stone, the necklace is just above middle chest in length, and it has a nice chain as well. Very satisfied...the packaging was an eye grabber, comes in a pretty, bedazzled box with a gift bag. This was a surprise from my man and I absolutely love it! Kudos to Leafael!",Leafael Infinty INLOVE! November Citrine,Color: 11a-November-Amber BrownVerified Purchase,,5030151,14,23,Public
