author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful
Wes,/gp/profile/amzn1.account.AEBMSUUQ4HPE5CJ2NDNNJR3N6WHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 17, 2018",1,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,1.0 out of 5 stars,"The pack I receives is only a darker green, with a strip of yellow at the bottom",Very disappointed & too much trouble to return....,Style: RainbowVerified Purchase,14 people found this helpful
Beth Seng,/gp/profile/amzn1.account.AFYB45A5UNCV6ZYFBM6M7QOQSBYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 9, 2020",1,1,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,1.0 out of 5 stars,"I gave two of my grandchildren these rainbow mini notes for their birthdays. They did enjoy them at first.  I was excited about giving them, but I am now realize something that is not good about them. Most of the colors are vivid and beautiful, (yellow, green, orange, red) and lovely artwork can be done with those colors. But many of them have a very dark blue, which hardly shows up when the black is scratched off.  I was working with my grandchildren and making a hummingbird with a flower. You can see from the photo how the hummingbird hardly shows up. The photo itself shows the blue more vivid than the actual color. It really is almost black. It would have been beautiful if the color would have been light blue or another color rather than so dark.",I'm disappointed,Style: RainbowVerified Purchase,2 people found this helpful
Small~Town~Girl,/gp/profile/amzn1.account.AHQ4VAOPWBYUD3FUNK53CM6N77BA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 26, 2017",3,2,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,"I purchased this for the grand kids (mostly) to enjoy when they come to visit. However, EVERYONE enjoys them, kids, adults, and everyone in between. I will put them out on the table when we are visiting and I always end up with lots of cute pictures to hang on the fridge or wherever. If I don't already have it out on the table, the kids will usually ask if they can do scratch art   Melissa & Doug Scratch Art Rainbow Mini Notes (125 ct) With Wooden Stylus          . For this price, they can enjoy a lot of scratch art!  For Christmas this year, they each received a   Melissa & Doug Scratch Art Sketch Pad With 12 Scratch-Art Boards and Wooden Stylus           and I sent a   Melissa & Doug Deluxe Combo Scratch Art Set: 16 Boards, 2 Stylus Tools, 3 Frames           to a niece. Each of these scratch art choices have been happily received and loved. Great gifts! Great to have on hand! Love them and, more importantly, so do the kids!!",~ Well-Loved by ALL ~,Style: RainbowVerified Purchase,14 people found this helpful
Kef000dm,/gp/profile/amzn1.account.AF5ELSW6FOOIQ7YRXORPTTWCFQBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 29, 2020",1,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,"I bought this for myself because I enjoyed this type of “doodling” when I was younger - and then I decided to get 2 extra boxes and made up “Take Care of YOU” stress relief gift bags for my coworkers.  We are essential workers, working for the Department of Corrections and the Pandemic has taken its toll on us.  These are VERY relaxing to do and I love that if you make a mistake, you can correct it and continue designing.  I will definitely get more when they run out!UPDATE!  8/42020 -  I have read many, many comments about this product!  All I can say after making 21 stress relief bags for my coworkers  - all I have heard back from them is THANK YOU - these are so fun!  Yes, there are some that have more of one color instead of the “rainbow” expectation - but consider how it is made!  Inking up a huge piece of canvas with all the colors - and then cutting into small squares- you are BOUND to get a square of dominant color with minimal additional colored mixed in with your multi-color squares!  Come on people!  We are talking about a post-it size card to doodle on in the fashion it was intended for - scratch and enjoy!  For the price of less than $16.00  - I brought joy and stress relief and appreciation to 21 coworkers with a homemade cut off wooden skewer and 10 fun cards - heck - my 3 y/o grandson is over the moon about theses - no matter what color shows up!  Get a grip people!",GREAT STRESS RELIEVER!!! Adults will LOVE this - and Kids will find it fun!,Style: RainbowVerified Purchase,One person found this helpful
Felicia Ninness,/gp/profile/amzn1.account.AG4JV4AWETQOAOQ4WO4A34BF3TWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 10, 2019",2,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,"I bought these to take to work with me, and we all love them!  They're a lot of fun to use and give to each other.",Super Fun!,Style: RainbowVerified Purchase,6 people found this helpful
StaceyB,/gp/profile/amzn1.account.AFMVEUUPJW4NB2AICXZFTBK4AZ2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 12, 2020",0,1,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,"My kids love the Melissa & Doug Scratch Art Box of Rainbow Mini Notes, I love them, and we all think they're fun to write on. My only wish is that they came with more than one ""pencil,"" so that several can write or draw on them at the same time. Sometimes I'll write a quick note to the kids on this and they LOVE it...more than any other paper/post-it/notecard that I have used. The colors are bright, and it's nice that the black is thick enough that a small scratch across the surface won't take the black off and reveal the color underneath. This is my second time purchasing, and I will be purchasing again as the kids are delighted to see the color underneath!",So fun!,Style: RainbowVerified Purchase,One person found this helpful
Bozarth,/gp/profile/amzn1.account.AF5AWCAO6KLQPMZF2MMUQ32DDSPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 3, 2020",0,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,"I work in Medical Imaging in a hospital. Monday's are pediatric appointments. The parents with their kiddo's sometimes have to wait a bit for their turn to be taken back for their scan. These kids will be sedated so they cannot eat anything that day until after their scan. This is a recipe for hungry, cranky kids, and parents unable to make it better. I bought a pack of these neat rainbow scratch cards to keep in my desk. When I see a child in need of distraction, I grab a card or 2 and a paperclip (to scratch with) and offer it to them with instructions to make a pretty picture for their Mom or Dad. These have been a big hit and I'm very pleased with my purchase. This box will last a long time and I will re-order when I need to. As a bonus....kids are being creative with these rather than staring at the screen of a phone or tablet.",Perfect for my needs,Style: RainbowVerified Purchase,2 people found this helpful
Dee in Hong Kong,/gp/profile/amzn1.account.AHYUO65G64UESGC5UU2NKZWMQPUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 9, 2020",1,1,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,2.0 out of 5 stars,"Our girls love scratch art. We have been through a lot of these over the years, so I bought these notes based on reviews. They are a good idea. I like that you get a lot of notes, and a handy stand to keep the stick in. My only problem with this is that so far, all the notes have been a bit dull. Not like the bright colours in the photos, more like bland red yellow and green. I hope to find some brighter ones as the pack goes on. Fingers crossed.EDIT: My daughter has scratched around two dozen notes now, and they’re mostly green red and yellow- nothing like the bright colours in the advertisement. Disappointing! It’s a good concept but poorly executed. I wouldn’t buy again nor recommend.",UPDATE: Cute but colours a bit dull/boring,Style: RainbowVerified Purchase,One person found this helpful
Samie,/gp/profile/amzn1.account.AGALR5EDVVBIYREHVWZ2M2JZUH7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 24, 2019",3,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,3.0 out of 5 stars,"I think I just overlooked the fact that they were ""mini"".  I was expecting small to be like note pad size, not post-it size.  If I wasn't on the losing end (20% restocking fee), I'd return it to be honest.  Definitely not worth $9 bucks.  The idea is great, we've purchased larger scratch art pads from Lakeshore Learning stores and they've been a hit, but I recall getting more bang for my buck.  Do they work?  Yes.  Are they fun?  Yes.  Did my daughter still have fun with the mini notes?  Yes, for all of 5 minutes as she scratched her way through all 125 tiny pages.  You win some, you lose some.",Not worth $9 bucks but...,Style: RainbowVerified Purchase,3 people found this helpful
Spanishtchr,/gp/profile/amzn1.account.AFR25GQUB36QL55F4MODGLJM3EJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 16, 2020",0,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,These little scratchables are perfect for my 4 year old granddaughter. She loves to write her name and draw on them. They always look so pretty. One complaint: her favorite color is purple. There is no purple😢,Fun easy craft,Style: RainbowVerified Purchase,3 people found this helpful
CyndyF,/gp/profile/amzn1.account.AGCCNP62Y7GDPJ26COVUXWTUIDBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 3, 2019",0,1,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,3.0 out of 5 stars,"I purchased this product to make notes to my kid to place inside their lunch boxes for school. In the picture, the colors all look bright and vibrant which is why I purchased it. I was very disappointed when I wrote on them as there is a section on each card that has a dark blue color. When I write, you can't see the words properly as they blend in with the black background. You have to angle the card sideways in the light to try read the writing. The dark blue does not match the bright red and yellow colors and therefore the end result does not look very exciting. My kids love getting these notes but they struggle to see the words appearing in blue. I wish they had used vibrant colors on the entire card.",Disappointing,Style: RainbowVerified Purchase,2 people found this helpful
socal,/gp/profile/amzn1.account.AH62HJAGDIBVR3T3BJ7WEUG55KTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 25, 2019",1,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,"""this scratch art is very fun."" - the 5 year oldI think this is a lovely product. The stylus is not too sharp, and the almost poster board thickness papers are very easy to scratch. I used some thin toothpicks. There is minimal black residue that comes off; reminds me of pencil eraser rubbings. Very easy to clean up. In the picture, the left top page is from the bottom of the stack, the other three are from the top. The color distribution seems to vary throughout the stack, making each page unique. I found this as a gift for my daughter's friend and at $8 I just had to get one for our family. Great activity for solo or groups.","""there's funness in every one we make"" -5yo",Style: RainbowVerified Purchase,2 people found this helpful
Jnae,/gp/profile/amzn1.account.AEQGOAAWVYEBAAHMT22NIIPRERZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 8, 2016",0,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,I love this little scratch art pad.  Sometimes I just need a break and a little distraction to let my brain breathe so I pull this out and make all sorts of designs.  You do get a little of a mess by scratching the black off but I usually have a big mess cause I end up scratching the whole thing off.  Can't help it.  Kid at heart I guess.,Fun for adults!,Style: RainbowVerified Purchase,13 people found this helpful
Becky,/gp/profile/amzn1.account.AG7TDXJPNWO5LZSG6PLYBGUTK65A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 31, 2017",0,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,3.0 out of 5 stars,"Cheaper than the larger sheets, but disappointed in the colors. The photos make me think the scratch papers are multicolored, but the first half of the box that my 5-year-old has gone through is mostly green. All the sheets he's used are 95% green, with a 1/4 inch of yellow on one edge and one lone tiny splotch of blue in the middle. I know they're all exactly alike as my kid ""battles"" with his sheets and eventually scratches off the entire surface.","Cheap, but all one color. All!",Style: RainbowVerified Purchase,9 people found this helpful
CowMoo,/gp/profile/amzn1.account.AFKKA3B7FZXTV4P7OSWIFZ7WEDDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 27, 2019",1,1,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,1.0 out of 5 stars,"The very first square had wonderful coloring underneath the wax surface. Every piece after that had very limited coloring when scratched off—so much so that a written note could not be read because of the SUPER dark blue. I thought it might be a bad box, so I opened the 2nd box I bought, but it was basically the same.",Not Good Color Range at ALL,Style: RainbowVerified Purchase,3 people found this helpful
sabrina,/gp/profile/amzn1.account.AGYEUUHFQZNBYA25PSOWORJSI2XA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 13, 2020",0,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,I picked these up so that the kids in my house have a different option of something to do. They can work on scratching and drawing which seems to be something they are interested in. The paper is thin but the coating of black on top to scrape off isnt to thick or to thin. There was a little worry of accidently scratching it when handing it to them but it held fine. the kids are able to easily scratch them with something dull like an unsharpened pencil. It does only come with one scratching stick.,for the kids.,Style: RainbowVerified Purchase,One person found this helpful
BayonettaK,/gp/profile/amzn1.account.AFS6IC2JDRLI4UPEOSQ7JMN7ENSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 17, 2020",1,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,"I love Melissa and Doug products, and we’ve bought rainbow scratch art sheets before, but the size and compact packaging of this is really really great. I got it for Christmas, and it’s sat at our kitchen table every day since then. The kiddos scratch on them when they’re having breakfast, or watching educational videos online, it’s great for mindless doodles during phone calls or for homework brain breaks.Our pad has already been halfway used, so I will likely be buying this again..and again..and again. Only complaint is I have 6 kids and this comes with a single scratch stick- it is easily fixed though- we scrounged a few from other rainbow scratch art, and a big pack of them is pretty cheap to buy on Amazon which I’ll add to my next order of this. Toothpicks work too, just not as sturdy.Extremely happy with this purchase!",Perfect for random doodles,Style: RainbowVerified Purchase,
Kay,/gp/profile/amzn1.account.AFBUPAKZVOBM5ZGCBM2CTEH3SJFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 31, 2018",1,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,4.0 out of 5 stars,"I gave 4 stars only because today it was pouring rain at my house and the box was left where it was soaked. Not sure how long it was out there but the package box was wet but thankfully the contents were dry. I think if it would have been outside any longer, the contents inside would have gotten wet and ruined. Other than that everything is great. With the scratch art, if you have never purchased anything like this, you should know that they are very messy. It is sort of like scratch lottery tickets but a little messier, leaving black crumbs.  But that was to be expected personally because I have purchased many scratch art products before. Fun for the kids and myself.",-1 star not due to product. Due to delivery....,Style: RainbowVerified Purchase,2 people found this helpful
Peggy,/gp/profile/amzn1.account.AHYMSPV35C3I24SMJ5AHEOE3MDDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 13, 2019",0,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,Everybody loves this!! It is so fun to use and the colors are bright and beautiful! All the kids and adults in our house can't get enough of writing on this paper! The black doesn't rub off unless you want it to. I highly recommend this product. Please mark if you find my review helpful. Thank you so much!,So much fun to use!,Style: RainbowVerified Purchase,3 people found this helpful
Amanda Z,/gp/profile/amzn1.account.AHJEINIT7C5R2JJ75OLR7CYVDVHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 27, 2019",0,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,"i was worried that this was kind of a cheap gift that she would just kind of toss to the side, but to my surprise, out of all the loot she got for xmas, she wanted to open these right away. I was also worried that the wooden stick would pose an issue to scratch of the black, but i was surprised that her drawings were looking amazing. i understand i wouldn't want anything sharper than a wooden stick for a 6yr old to scratch with, but it was doing the job perfectly. i read lots of complaints that this set is small. this is true. its only a few inches square. to me that is perfectly ok, because call me a bad mom for this, but i just simply don't have space to save all of her creations, so i feel a little less bad throwing away a small little thing instead of full sheets of this stuff. so to me this actually helps me feel like i can keep MORE of her creations since they don't take up too much space at all. and although small, you get a pretty hefty stack of them for the price. overall very happy with my purchase.",6 year old daughter loved it,Style: RainbowVerified Purchase,
Rebecca Phillips,/gp/profile/amzn1.account.AEZDHFB24OMYV5HEOECAKLH34C4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 9, 2020",0,1,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,3.0 out of 5 stars,"To be completely honest I was quite disappointed in this product. The concept seemed cool and thought it would make a good stocking stuffer for my daughter. We finally open it to add with other arts and crafts we had out. The paper and color I'd give 4 stars. It's the actual ""pencil"" that brings the overall rating of this item down! Its basically an oversized toothpick and to actually get a decent bright tone when trying to write or draw you have to apply a bit of pressure but at the same time I feel like if I press to hard it's gonna snap in half and that's the end of that product. Idea awesome. Definitely need to improve the actual writing utensil","The ""pencil"" is a flimsy oversized toothpick",Style: RainbowVerified Purchase,One person found this helpful
Desna Rudd,/gp/profile/amzn1.account.AERNMG6WG4ONGUKXNWAQWRJ22KBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 17, 2019",0,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,3.0 out of 5 stars,"You're essentially scratching black gunk of rainbow colored paper here. It's a little messy and difficult to write on. It's like a lottery scratch off, if you don't hold the paper down, you cant write on it, it's too hard to scratch through the black gunk. I don't recommend this for office use. Maybe for use at home but have clean up supplies handy",Small post its and it's messy,Style: RainbowVerified Purchase,2 people found this helpful
