author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,ranking,helpful_votes,total_review,visibility_status
Brett K. Boyles,/gp/profile/amzn1.account.AFSRFTTUUWUDBBZTTGRMM6N2YOSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 13, 2019",0,0,https://www.amazon.com/Kids-Against-Maturity-Original-Humanity/product-reviews/B076PRWVFG/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,"Brilliant!! I was recommended to get this game for my nieces this Christmas from a friend. We had so much fun playing with the entire family all weekend. Mom,dad, uncle,kids and even grandma had a ball. Its funny how the maturity level does not change much as my family gets older. I usually do not fill these reviews out when I buy items on Amazon. I feel it is my duty to recommend it. The game is real deal laughs.",A Terrific Concept,Verified Purchase,538 people found this helpful,2057833,,,
DW,/gp/profile/amzn1.account.AEFRDTQH67OXNWHKJC374KWXIZSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 30, 2019",0,3,https://www.amazon.com/Kids-Against-Maturity-Original-Humanity/product-reviews/B076PRWVFG/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,1.0 out of 5 stars,"marked as appropriate for ages 8+some of the answers are x rated - therefore explaining it to an 8 year old would violate federal law.ex: merkin wig, moose knuckle, spider barks, A-hole, Fromunda cheese, puckered starfish, Hershey highway, turd burglar (actually a derogatory statement insulting the LBGQT community), banana hammock, big brown beaver, and more...I'm fine (as an adult) with games like these), but it is NOT appropriate for an 8 year old.  getting a refund.",violates Federal law,Verified Purchase,88 people found this helpful,62593673,413,147,Public
Tammy L,/gp/profile/amzn1.account.AH3JCHBOOF2HDOSVR4ZDVMKWW4KQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 31, 2020",2,0,https://www.amazon.com/Kids-Against-Maturity-Original-Humanity/product-reviews/B076PRWVFG/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,3.0 out of 5 stars,"So, I was hoping for a milder version of cards against humanity for our vacation rental (usually multigenerational family vacationers), and this def is “milder”.  There’s still A LOT of suggestive cards, and about a dozen “maybe not” cards that I separated and left in the box labeled (pictured).  I played the whole deck w my 15 yr old and showed it to my 16 yr old - even they were baffled at the “age 8” recommendation - I def won’t play it w my 7 yr old and my husband won’t even consider the game.  There were a couple duplicates, as well.  Overall, it’s mostly potty humor and general things that will just sound funny when you put it with something else. But even after pulling out the dozen cards there’s still some on the gray line. Eg: “where do babies come from” ended up with “turkey baster”, “the circle of trust” and “mom jeans”.  If you’re looking for a clean game for the family, this won’t be it.  I’d say age 10+, after pulling some raunchy inappropriate cards.  Every family is different though.  It satisfies the multigenerational game requirement though, and would say it’s good for ages 10-99 (if grandma and grandpa won’t mind it).",Still not for age 8,Verified Purchase,77 people found this helpful,710588,100,1,Public
Amazon Customer,/gp/profile/amzn1.account.AEOBDRFZRJ4IASPZOLQNUOTFV65Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 5, 2019",0,7,https://www.amazon.com/Kids-Against-Maturity-Original-Humanity/product-reviews/B076PRWVFG/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,1.0 out of 5 stars,"This game is very inappropriate for kids and teens. We played last night and it only took a few rounds for our boys to pull out the urban dictionary. ""Mary plopkins"" is one of the MANY cards, with double meaning. I would say it is worse then cards against humanity.",Not appropriate for children.,Verified Purchase,97 people found this helpful,3769257,132,28,Public
Shildy,/gp/profile/amzn1.account.AGYNUEW6IBDB4M5BYHPVSXH2223A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 15, 2019",0,2,https://www.amazon.com/Kids-Against-Maturity-Original-Humanity/product-reviews/B076PRWVFG/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,1.0 out of 5 stars,"Played this with the neighbors (and an 11 year old) and we were mortified.  If you need to look up answers in urban dictionary (Try Puckered Starfish!!!)  and are embarrassed as a grownup, this is definitely not kid friendly or family friendly.  I wouldn't give this to anyone younger than 18.  I am returning ASAP.",NOT KID APPROPRIATE!,Verified Purchase,74 people found this helpful,7123001,130,76,Public
Kindle Customer,/gp/profile/amzn1.account.AH4BGI2MSPIT42SJSLPZPFPBKK2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 23, 2018",0,1,https://www.amazon.com/Kids-Against-Maturity-Original-Humanity/product-reviews/B076PRWVFG/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,4.0 out of 5 stars,"I really was happy to find a game that supposedly my kids could play. But upon getting this out and hearing my children playing this game with their uncle......umm....yeah...the underlying adult innuendoes are dominant. My brother in law was laughing his butt off but my children had no idea why. I have to admit I was listening to all of this and was laughing at them playing this game but my children will not be playing this again. The adults played later that night and it was gut busting fun for us. I read the back of the box and honestly this is my error not the game because it says right there on the back of the box, ""Layered innuendoes for parents and kids to enjoy equal levels of laughter."" So, for the game itself, awesome fun. But for kids, I would say no.",Not Necessarily Kid Friendly,Verified Purchase,81 people found this helpful,797637,,,
Prettysmartideas,/gp/profile/amzn1.account.AHIMK24S6UBPZQX474PS4BBCJI4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 28, 2019",0,1,https://www.amazon.com/Kids-Against-Maturity-Original-Humanity/product-reviews/B076PRWVFG/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,1.0 out of 5 stars,"Okay, I was looking for something I might be able to use in an ESL class.  This is definitely not it.  Too much body excretion, not much else. I don't remember being so very interested in those topics as humor when I was a child.  I do not think these topics would be appropriate for an ESL/TEFL/TESL class at any level. Learned my lesson. I don't even know anyone who would like to have something like this. Oh well. Maybe you and your kids are into this kind of business.",didn't work for me,Verified Purchase,65 people found this helpful,1334331,522,19,Public
Mazzy218,/gp/profile/amzn1.account.AE6FGMQPGFW2PTEA4TPDJHUJ4ACA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 13, 2019",0,0,https://www.amazon.com/Kids-Against-Maturity-Original-Humanity/product-reviews/B076PRWVFG/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,"This is a great funny game! My 9 and 11 year old just love this. We all played and laughed from start to finish. Suitable for all ages, child to adult. Highly recommend this game, for giggles and fun.",Fun Family Game,Verified Purchase,503 people found this helpful,2459009,,,
Sara,/gp/profile/amzn1.account.AFHYUGVAQUGJ6T2DCPJ4KV33BDSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 4, 2019",0,0,https://www.amazon.com/Kids-Against-Maturity-Original-Humanity/product-reviews/B076PRWVFG/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,"Very funny game. There are cards here and there that I wouldn’t deem PG, but most are PG13",Funny for older families,Verified Purchase,74 people found this helpful,3141277,,,
Heather,/gp/profile/amzn1.account.AFNV3QHGRAMPEOTLLQVUAWHPLYCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 26, 2019",1,0,https://www.amazon.com/Kids-Against-Maturity-Original-Humanity/product-reviews/B076PRWVFG/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,4.0 out of 5 stars,"The amount of cards and quality is great,  on par with the original CAH. The age rating of 8+ however is inaccurate.  Mostly butt, fart, poop humor but a easy quick game to play as a family.  We took out about 35 cards, however, for our 8, 10 and 11 year olds.  Half of them were iffy but there were about a dozen that were completely unnecessary and I have no idea how they ended up in a children's game.",Preview the cards before giving to your kids,Verified Purchase,58 people found this helpful,2215903,520,33,Public
DesrosiersFamily,/gp/profile/amzn1.account.AES3CPDGFFF7QUQK6TGD3GQEMBMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 12, 2019",0,0,https://www.amazon.com/Kids-Against-Maturity-Original-Humanity/product-reviews/B076PRWVFG/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,"I have never played the original cards against humanity game... but if it is anything like this I will have to get it for the grown up game nights. This is kid friendly and was actually fun, funny, and thought provoking. The kids enjoyed it and we had some good laughs.",Funny game for older kids!,Verified Purchase,443 people found this helpful,3007821,,,
karen turner,/gp/profile/amzn1.account.AEUTP4AC7MAYZ4TN5VGQPKVFNPSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 4, 2020",0,1,https://www.amazon.com/Kids-Against-Maturity-Original-Humanity/product-reviews/B076PRWVFG/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,1.0 out of 5 stars,"Would give minus stars if I could but had to give at least 1 star to be able to post review. Absolutely inappropriate for age group specified (8+). Opened game to play with my 10 year old granddaughter (who is mature for her age as she has 21 and 19 year old brothers) and I read three cards and knew immediately I was returning the game.  Phrases like ""pee on the seat"", ""peeing my name in the snow"", ""lady and the tramp stamp"", ""Feces pieces"" - who writes this garbage??",INAPPRORIATE FOR AGE GROUP SPECIFIED 8+,Verified Purchase,51 people found this helpful,551633,77,3,Public
Ryan H,/gp/profile/amzn1.account.AH4RFX6VX44R6DPQV5UL6BWK4YKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 16, 2018",0,0,https://www.amazon.com/Kids-Against-Maturity-Original-Humanity/product-reviews/B076PRWVFG/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,"My family, my kids, my kid's friends...we LOVE this game. We were so excited when the 2nd edition became available. It is even funnier than the first. We have played with Grandparents and even they find it hilarious. This is a great game for the entire family!! Kids Against Maturity brings families together to bond and laugh over the funny idiosyncrasies of every day life. We have already ordered a few for Christmas gifts!",An Absolute Blast!,Verified Purchase,77 people found this helpful,941758,134,62,Public
Minnesota CB,/gp/profile/amzn1.account.AG77LQQQURE2SJG6LVY7YUPJJ46A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 29, 2020",0,1,https://www.amazon.com/Kids-Against-Maturity-Original-Humanity/product-reviews/B076PRWVFG/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,1.0 out of 5 stars,"...but if you're looking for a game that is appropriate for kids and adults to play together, this is NOT it.  I  bought if to play as a family over the holidays.  A family member in his 20's who is known to be very inappropriate thought it was amazing.  The littler kids thought it was funny.  The rest of us just felt uncomfortable.  I  discreetly threw away some cards that were played that went over the line.  I'm not a prude, but I felt this game could have been made so much more appropriate with very little effort on the part of the creators.  Unless you want to introduce your kids to all sorts of sexual innuendos and fart/poop/nasty humor, save your money on this game.  Disappointed.",If your family is into potty humor and innuendos this is the game for you....,Verified Purchase,46 people found this helpful,2041956,,,
robert eves,/gp/profile/amzn1.account.AH6CLFEZGAJ6LDEVTOWYZU6HHOQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 12, 2019",0,1,https://www.amazon.com/Kids-Against-Maturity-Original-Humanity/product-reviews/B076PRWVFG/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,"Im a single male but I date ladies with kids. This is a good way to get close to the her and to her kids and become a great guy to them. I've read the other reviews and see how this game IS appropriate with what goes on in their school-nothing out of the ordinary- its just a funny game for crying out loud. (Most kids knows the difference). I wanted and was looking for a game to be played with kids and adults to bring us all together for a good time. I'm glad I choose this one. Make pop corn, get the sodas, and let the fun begin. The kids will love it better than the adults, I think.",Im a single male but I date ladies with kids,Verified Purchase,447 people found this helpful,2549642,68,3,Public
Sara Williams,/gp/profile/amzn1.account.AF6QNOSWFD2E7JVN56HHIVEJYANQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 13, 2018",0,0,https://www.amazon.com/Kids-Against-Maturity-Original-Humanity/product-reviews/B076PRWVFG/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,This game is a HUGE hit in our family!  We were gifted a founders set and are now excited to upgrade to the 2nd edition.  My ten year old twins LOVE this game and we've played this with our extended family as well (getting more confused looks from the grandparents than the kids at our annual holiday game playing event).  Belly laughs galore from players of all ages -- I highly recommend this game and love giving it as a gift as well.,Favorite family game!,Verified Purchase,66 people found this helpful,1093188,,,
Audra Carrillo,/gp/profile/amzn1.account.AEH3IV6O26HAYT4MO3F4FIUN6TBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 4, 2020",0,1,https://www.amazon.com/Kids-Against-Maturity-Original-Humanity/product-reviews/B076PRWVFG/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,1.0 out of 5 stars,Very disappointed in this game. I was hoping to buy a game the whole family could enjoy. While the kids thought some the answers were funny I was so happy they were too young to understand the crude humor. If they were to ask what half the cards meant we would be exposing them to horrible things in life. I wish I would have read the bad reviews before purchasing.,This is not a children's game!,Verified Purchase,42 people found this helpful,3473415,,,
Momma315,/gp/profile/amzn1.account.AHZVBLZR5FOPPBFRBDPKVOZOFE2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 4, 2020",1,1,https://www.amazon.com/Kids-Against-Maturity-Original-Humanity/product-reviews/B076PRWVFG/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,1.0 out of 5 stars,"I'm writing this review because I feel a lot of the 5 star reviews on this game are misleading.  We have a blended family with a wide age-range and enjoy playing games together and with extended family, also I'm not a prude (far from it, actually! I'm an RN who has worked in an ED and I've seen it all!).But this game is not what I would consider child appropriate.  My children have great humor, but are also modest and would be embarrassed to play this with the adults in their lives. As I went through the cards, as suggested, to weed them out I was pulling too many. This will go to Goodwill. I just can't subject my kids to some of these phrases.  I've included a photo so reviewers can see what they're ordering.I was optimistic about this game as we really love Apples to Apples and hoped this would be similar, but ultimately it was a waste of money for us.",Buyer Beware- not child appropriate!,Verified Purchase,28 people found this helpful,1880163,,,
April J,/gp/profile/amzn1.account.AHZDHNXDACBUIERCSZAO2CAHD57Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 8, 2019",0,0,https://www.amazon.com/Kids-Against-Maturity-Original-Humanity/product-reviews/B076PRWVFG/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,"I got this game for my 12 year old boys. We played it on New Years Eve, and they played it with my 9 year old nephew, 12 year old niece and 40 year old brother in law. I kid you not, they played this game for 4 hours straight. It's basically Apples to Apples, but with a lot of fart jokes. If you have a dirty mind, you can go pretty inappropriate with it, and there are probably a couple cards that are going to disappear from the stack. Hilarious game for Kids and adults","Hilarious, but a little inappropriate",Verified Purchase,33 people found this helpful,650795,,,
dylan johnson,/gp/profile/amzn1.account.AEIKKLHPRVL2QCIGHFYNQSYYZH7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 17, 2019",0,4,https://www.amazon.com/Kids-Against-Maturity-Original-Humanity/product-reviews/B076PRWVFG/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,1.0 out of 5 stars,It was way too young for my 13 year old. This is geared more towards 8-10 year olds.Very disappointing,Very babyish,Verified Purchase,30 people found this helpful,62593673,,,
Marcie48,/gp/profile/amzn1.account.AHQQMGSF4CU7EIUF7FQBOQOOZYFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 26, 2019",0,1,https://www.amazon.com/Kids-Against-Maturity-Original-Humanity/product-reviews/B076PRWVFG/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,1.0 out of 5 stars,"Would absolutely not recommend this game for any age.  Every response card was suggestive, crude or just stupid.",Don’t waste your money,Verified Purchase,22 people found this helpful,5774642,,,
Amazon Customer,/gp/profile/amzn1.account.AEN4VMEIEPGLOCS5W56YD3BXCCEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 6, 2019",1,0,https://www.amazon.com/Kids-Against-Maturity-Original-Humanity/product-reviews/B076PRWVFG/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,2.0 out of 5 stars,This is NOT age appropriate. My kids are 10 and 11. A boy and girl and ....this is....NOT appropriate I don't think.... For any age under 15 to play.  This game is very..... Not right for young kids.It says it will leave u for ever changed...yeah it sure does. This I would say is for teens and up. Not suitable for any other age. My kids minds ...are forever changed with naughty thoughts. Not ok with me. It did make me and my guy laugh and have a good time.but not when the kids are in the game and the cards get their kind wondering.... I think this game is MISSLEADING. And only suitable for teens. And up. I waited for this game to come to have a fun night. But....,Never again!! Very MISSLEADING.,Verified Purchase,17 people found this helpful,78892342,36,23,Public
Natiesha Perez,/gp/profile/amzn1.account.AHSF5N5YXFWHYW6WAKTWT4EKLYHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 30, 2019",0,1,https://www.amazon.com/Kids-Against-Maturity-Original-Humanity/product-reviews/B076PRWVFG/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,1.0 out of 5 stars,"Bought this for my 14 year old daughter, the jokes are just groan inducing stupid potty humor. Not impressed at all. Kids are smarter than most give them credit for and was hoping for a little more witt from such a highly rated game.",Nothing but potty humor,Verified Purchase,18 people found this helpful,3608594,176,37,Public
Arizona Mom,/gp/profile/amzn1.account.AHLXTEFVGGOEM2EUVNDABOLY4B6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 25, 2019",0,1,https://www.amazon.com/Kids-Against-Maturity-Original-Humanity/product-reviews/B076PRWVFG/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,1.0 out of 5 stars,"The game is great if you laugh at potty or crude humor.  We played it with our 12 and 14 year old and had a few laughs on occasion but the idea of the game isn't complicated or that interesting.  My daughter kept asking for the meaning of certain slang phrases (moose knuckles - ""term for when the outline of man's genitalia are visible through particularly tight or hiked-up clothing.""). I prefer games that are more skill-based.",meh,Verified Purchase,14 people found this helpful,3719566,242,139,Public
Gary,/gp/profile/amzn1.account.AEAS7VSLIQDB76PKIF64HHXQDFCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 19, 2020",0,1,https://www.amazon.com/Kids-Against-Maturity-Original-Humanity/product-reviews/B076PRWVFG/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,1.0 out of 5 stars,"At least 1/3 of the answers were disgusting toilet humor, and certainly not appropriate for anyone, let alone children! It went into the garbage. Not worth the trouble to send it back.",Disgusting Toilet Humor,Verified Purchase,16 people found this helpful,455308,20,41,Public
