author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful
Tyler,/gp/profile/amzn1.account.AELKY77ZRMJGZNH6V7PN4MEBX4IQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 19, 2019",0,,https://www.amazon.com/Filtrete-EA20-2PK-6E-Air-Filter-12/product-reviews/B07CZQXKMM/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,1.0 out of 5 stars,"This filter restricted airflow so much that my furnace was overheating (outgoing air was 160 degrees) and tripping the limit switch.  $120 diagnostic fee later and the furnace repair guy figured out this was the cause.  Swapped it back out with a more standard filter and airflow increased, resulting in an outgoing temp of a more appropriate 130 degrees and furnace has been running fine ever since.  If you really need this high of a filtration level install a proper 3"" or 4"" filter with more surface area.  Also, the restricted airflow this caused was the reason why several rooms in corners of the house were colder/hotter than the rest.Note: filter was only 1 month old when this happened and not dirty.","Restricted Airflow, broke furnace",Size: 20 x 25 x 1Style: 2-PackVerified Purchase,4 people found this helpful
Adam Wood,/gp/profile/amzn1.account.AHA72SDAVWPYNSORLF3IOLJAAK2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 1, 2015",0,,https://www.amazon.com/Filtrete-EA20-2PK-6E-Air-Filter-12/product-reviews/B07CZQXKMM/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,4.0 out of 5 stars,"I've been buying Filtrete filters for my house for the past 15 years, and for a long time I kept moving up to higher MPR ratings as they released them.  While they may be expensive compared to other filters, something that I love about Filtrete is the consistent quality - I always know what I've going to get, and I know that it's going to be good.These filters are no exception.  Very well made, with great filtering.2200 is the highest MPR that I've purchased, and after using four of them, I've decided to back down a bit.  The reason is that, while I can't say for sure, it sounds like my blower is working a bit too hard to pull air through these.  That's a function of my system and may not represent any issue with yours, but I just want to make a note to pay attention to that.After years of using higher and higher ratings, I've actually stepped down to the   Filtrete Micro Allergen Defense Filter, MPR 1000          .  They seem to work fine in my house, and they are easier on my system.So, yes - these are fantastic filters.  They truly work great.  I stopped using them because I was worried that they might reduce the life of my blower, but my system is about 17 years old.  With newer systems, that might not be an issue at all, and the filtration is great.","Great filter, but consider extra load on your blower",Size: 20 x 30 x 1Style: 2-PackVerified Purchase,7 people found this helpful
dls74447,/gp/profile/amzn1.account.AET3OFQCUOA564AQG7L7CS3XOJTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 6, 2019",0,,https://www.amazon.com/Filtrete-EA20-2PK-6E-Air-Filter-12/product-reviews/B07CZQXKMM/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,I moved into a smaller house as I retired. I chose this filter & have never been sorry. Air smells clean & I have no complaints! I keep replacing with same ones each time I order. A little pricey but what isn't these days. I usually buy not the worse & not the best in a product. Way I was raised. They seem to be the best to me. The MPR 2200 does the job perfect for myself & 1125 Sq ft house & doesn't break the bank.,Used this brand for 3 years. Great.,Size: 20 x 25 x 1Style: 2-PackVerified Purchase,2 people found this helpful
HLM,/gp/profile/amzn1.account.AHU7JUQD23H5PWP7Q43O4GVAU4YA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 6, 2020",0,,https://www.amazon.com/Filtrete-EA20-2PK-6E-Air-Filter-12/product-reviews/B07CZQXKMM/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,2.0 out of 5 stars,"I bought the 2-pack. Installation, synching with the app etc. was easy enough. If you don't open the app regularly, the data apparently takes a long time to sync, but the app never showed any status. You just have to leave it open. Now it says 'connected', so that's an improvement. Note the projected life never changes after a sync...suspicious to me since my furnace didn't run at all for weeks and the life still decreased. The filter lasted like 6 months and I swapped it out when it was at 20%. It was pretty dirty, but seemed typical. The 2nd filter lasted 3 weeks according to the app. I had to hold it in the sun to see if was actually dirty (it's a little dirty, but not bad at all). As far as I can tell, the filter folded under the sensor area due to the air pressure and decreased air flow in that one spot and that's why it's ""dirty"".  And since the % never seems to go up, it'll never recalibrate once the folded spot is fixed. I like the idea, but it's questionable if it's helpful. My experience says it's not work the extra money. I went back to regular filters.","Neat idea, but execution not so great.",Size: 20 x 25 x 1Style: 2-Pack Smart FilterVerified Purchase,
SkyeWelse,/gp/profile/amzn1.account.AGYKCSIOOKON5PKTI4RLWDGR24DA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 6, 2020",0,,https://www.amazon.com/Filtrete-EA20-2PK-6E-Air-Filter-12/product-reviews/B07CZQXKMM/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,1.0 out of 5 stars,"I used these “Smart Filters” as a trial run to see how they would perform. I was not happy with the results. Frequent disconnects with Bluetooth service and inaccuracy in filter life. Had my HVAC unit serviced today and the technician said that the filter was so dirty that it had begun to weaken certain components of the system and started to burn out some of them. The capacitor that controlled the fan needed to be replaced as a result which was about $260 in repair costs. As a result, I cannot in good faith recommend this product at all as it is too inaccurate and too expensive for what you get.The final nail in the coffin for me was that after this was all uninstalled and I had replaced the filter with a decent allergy / pet filter that is just as highly rated and at about half the cost of one of these, it auto placed an order for me which I had to immediately jump in and cancel before it shipped out. It’s designed to be convenient and a set and forget type of thing, but I’d say it fails at that. At least in my case.",A Smart Filter that is not Smart enough to do it’s job well,Size: 16 x 25 x 1Style: 2-Pack Smart FilterVerified Purchase,
Tricia K.,/gp/profile/amzn1.account.AFQBOAPB52Y5SPTVVAYZLMX5EG5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 27, 2020",0,,https://www.amazon.com/Filtrete-EA20-2PK-6E-Air-Filter-12/product-reviews/B07CZQXKMM/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,"I'm hideously allergic to cedar pollen, and these filters are a life-saver.  I initially installed them in our central HVAC system in the midst of an unusually bad cedar season at the behest of my doctor.  and was thankfully surprised.  These filters catch a LOT of pollen.  The filters are just caked within a couple of weeks, so it means $80 worth of filters a month (at least), but that's still MUCH cheaper than the deductible for a trip to the emergency room to deal with my allergies and asthma!  I've only had to go ONCE this year, and that's fantastic for me.So - if you're allergic as I am to the crud in the air, I suggest trying these; I think you'll save a lot on medical treatment, as I do - not to mention FEELING BETTER.",They Actually Make a Difference!,Size: 12 x 24 x 1Style: 2-PackVerified Purchase,
Robert O.,/gp/profile/amzn1.account.AHJMVNBYACFCSHLF2J3A4B2XLS4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 22, 2021",0,,https://www.amazon.com/Filtrete-EA20-2PK-6E-Air-Filter-12/product-reviews/B07CZQXKMM/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,2.0 out of 5 stars,"I installed 4 of these 'smart' filters.  The app installed and connected easily to each new filter.  However, since that first connection the app has never been able to find any of the filters even if I hold my phone (iPhone Xs) within a few inches of the filter and drag down to refresh. My phone happily connects to a variety of other Bluetooth devices (headset, watch, Tiles etc.) and I've tried enabling/disabling Bluetooth and a phone reboot.  So, these are good filters but the Bluetooth feature is worthless. Don't pay the extra for the 'smart' variant.",Good filter but the 'smart' doesn't work.,Size: 20 x 30 x 1Style: 2-Pack Smart FilterVerified Purchase,
Antony Steele,/gp/profile/amzn1.account.AFSF2QOUOEDW3LJJ7XSVCQXFTFTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 14, 2021",0,,https://www.amazon.com/Filtrete-EA20-2PK-6E-Air-Filter-12/product-reviews/B07CZQXKMM/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,"I have been using these Filters for a while. I find that when I use them, I have to dust around the house much less often. This particular filter seems to filter quite well and has enough pleats in the filter as to not obstruct the air flow. So, you get great filtration and great air flow at the same time. You do need to be very diligent about changing these filters though, with no more then 3 Months usage. More then that, and you may very well have airflow problems in your furnace-ac unit.",Great balanced Air Filter,Size: 14 x 20 x 1Style: 2-PackVerified Purchase,
Mr. Ed,/gp/profile/amzn1.account.AFDCLXAA3WZVCXLOGRWWAD7Y3ZXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 28, 2019",0,,https://www.amazon.com/Filtrete-EA20-2PK-6E-Air-Filter-12/product-reviews/B07CZQXKMM/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,"Replaced run-of-the-mill, basic filters with these a couple of months ago--my allergies, asthma and amount of dust in my home have improved dramatically. I was relying on breathing treatments and rescue inhalers several times a day. Since installing these I don't need either one. Whatever the cost, they are worth it.",Worth every penny,Size: 14 x 20 x 1Style: 2-PackVerified Purchase,3 people found this helpful
Aaron White,/gp/profile/amzn1.account.AF45UPHJQQABBNDDEFFYZQ7QHP4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 8, 2021",0,,https://www.amazon.com/Filtrete-EA20-2PK-6E-Air-Filter-12/product-reviews/B07CZQXKMM/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,These are more expensive but over the long run actually cost cheaper than most since you know when the filter actually needs to be changed instead of just changing it because it's time to.Extremely easy to install.Filter the air extremely well. I have a Dyson to clean the air also that lets me know the air quality and it never has to run anymore unless I'm cooking or something I have done or dogs have done but the air quality is always great!Love the App it makes it very straight forward easy to use will notify you when the filter needs to be changed. This is all based on how much air resistance the filter has.I have only needed to change the filter 2 times in a few years while I would of changed the filter 8 times in 2 years.I will be buying these for a long time!,Worth the Extra Money,Size: 16 x 20 x 1Style: 2-Pack Smart FilterVerified Purchase,
Shavya McIntyer,/gp/profile/amzn1.account.AG43GFYBSE2GSM2N2GFWAJLUMS4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 14, 2021",0,,https://www.amazon.com/Filtrete-EA20-2PK-6E-Air-Filter-12/product-reviews/B07CZQXKMM/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,"I honestly have woken up with I'd say at least 80% less headaches and stuffy nose. I use to have about 3 migraines a week, now I have 1 every other month or so! Who would have thought cleaner air matters! Lol.",5 stars for clean air,Size: 12 x 24 x 1Style: 2-PackVerified Purchase,One person found this helpful
Laura D.,/gp/profile/amzn1.account.AFFVED7QHCVSO2NKMCRBUW3U42HQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 27, 2019",1,,https://www.amazon.com/Filtrete-EA20-2PK-6E-Air-Filter-12/product-reviews/B07CZQXKMM/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,4.0 out of 5 stars,"Will buy again! Pricey, but good filters all are. The Bluetooth monitor + app combination is cool; pairing was a snap. No more guessing when to replace the filter, so it will probably save me money long-term. App is minimal but the feature I care about is the filter quality which is perfect. All filters will have this in the future, I’m sure. Wish this filter came with carbon and in more quality ratings. Recommended to everyone I know but limited selection so far. Will stay tuned.",Recommend: helps to KNOW when to change the filter,Size: 16 x 25 x 1Style: 2-Pack Smart FilterVerified Purchase,One person found this helpful
bj,/gp/profile/amzn1.account.AELUOSFG4TCYSP4Z75LF2IN4K6BQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 22, 2021",0,,https://www.amazon.com/Filtrete-EA20-2PK-6E-Air-Filter-12/product-reviews/B07CZQXKMM/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,"Never having had the smart version of filtrete filters, how could we have known how much fun it is to peek in on them in process, and get scores and notifications based on usage... in these days of Covid and quarrantine, we need all the connection we can safely find.  Didn't know it would be with our furnace filter.  I really do like these, though, and will absolutely purchase them again.",Wow! They're so... smart!,Size: 16 x 25 x 1Style: 2-Pack Smart FilterVerified Purchase,
Rich F,/gp/profile/amzn1.account.AEREZ5VXV3WI7JIMM6CQSBLXT6DA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 6, 2020",0,,https://www.amazon.com/Filtrete-EA20-2PK-6E-Air-Filter-12/product-reviews/B07CZQXKMM/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,1.0 out of 5 stars,"This filter has a built in air flow sensor that is supposed to let you know, via a mobile app, that the filter needs to be replaced. Very important, as this filter can block allergens, bacteria, and particles that carry VIRUSES, etc. Unfortunately, you can’t log into the app because 3M never sends the verification email to allow you to  setup the monitoring app. Yes, I have verified that I entered the correct email address, and checked the junk email folder. It’s been over a day now, and still no email verification from 3M.",If you’re looking to monitor this filter with your mobile device - don’t bother,Size: 20 x 25 x 1Style: 2-Pack Smart FilterVerified Purchase,One person found this helpful
maddog,/gp/profile/amzn1.account.AELIL6I4J6GPMGNVUKGW6RNFO3LQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 26, 2021",0,,https://www.amazon.com/Filtrete-EA20-2PK-6E-Air-Filter-12/product-reviews/B07CZQXKMM/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,used a lot of 20x20x1 filters over the last 30 years. In a lot of different MERV ratings. Although these are expensive they are what I prefer to use. Reason: noticeable difference compared to others. Well constructed also compared to a lot of others.Hope I'll still be able to afford them in the future as they are all ready expensive. I change them out monthly ;dogs.,They help,Size: 20 x 20 x 1Style: 6-PackVerified Purchase,
Robert Hamilton,/gp/profile/amzn1.account.AHGZUIOZEDJW3AZ4JRODXVHREPCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 24, 2020",0,,https://www.amazon.com/Filtrete-EA20-2PK-6E-Air-Filter-12/product-reviews/B07CZQXKMM/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,4.0 out of 5 stars,When I buy Filtrate air filters they are always wrapped individually regardless whether they come in a pack of 4 of 6 they are always wrapped individually with the paper insert on each one.Which tells me these may be sold by Filtrate but for vendors like Amazon and others. If the Filtrate air filters perform as promised by the manufacturer describes  I will purchase them again.,Filtrate return air filters,Size: 20 x 30 x 1Style: 6-PackVerified Purchase,One person found this helpful
ironian,/gp/profile/amzn1.account.AG5GPH6OGDD3XLR5YULNBZKPOXPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 8, 2020",0,,https://www.amazon.com/Filtrete-EA20-2PK-6E-Air-Filter-12/product-reviews/B07CZQXKMM/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,After trying some budget MERV 13s which didn't really clean our air we went back to filtretes.  Our monitor consistently reports our AQI near 0.  With those budget trash filters it was like 80.  This vendor didn't package the filters well. Just the filters in an oversized box with no internal packaging.  2 filters has smashed corners/edges but are still usable.  I'm just so glad to have clean air.,Filtretes are the best,Size: 20 x 20 x 1Style: 6-PackVerified Purchase,
A. R. Santa Cruz,/gp/profile/amzn1.account.AFQDCW26REJ53VY2X5KBEBQY3Q2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 3, 2014",0,,https://www.amazon.com/Filtrete-EA20-2PK-6E-Air-Filter-12/product-reviews/B07CZQXKMM/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,"I live in the desert where there is a lot of dust...  Plus, I have dogs and tile throughout the entire house (so no carpet acting as sponge to soak up particles flying around).  The A/C isn't the newest and has been cleaned out before (which some say can dislodge particles/dirt/dust/microbes/whatever).  Everyone in the house including the dogs were always sneezing, even I started to sneeze and have chronic runny/stuffy nose.  Anyway, decided to give these a try and what can I say?  No more excessive sneezing or chronic runny/stuffy nose.  Another great product by 3M!  I checked prices all over and Amazon had the best price available, plus free shipping with Prime.  Because of my particular environment & living space, I change my filter once a month...  So I put these on subscribe & save and they come right to my front door...  what more could I possibly ask for??  The moon & stars...  :)",Easier breathing,Size: 16 x 25 x 1Style: 2-PackVerified Purchase,8 people found this helpful
