author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful
Stephanie M,/gp/profile/amzn1.account.AHAKCS72CMSN236VILXNOVVNNHKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 22, 2021",0,,https://www.amazon.com/Cinnamon-Toast-Crunch-Breakfast-Cereal/product-reviews/B07CX3FHMB/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,This cereal Cinnamon Toast Crunch tasted like it should. No complaints.,I do not like doing food reviews....,Size: 1.05 Pound (Pack of 1)Verified Purchase,
Helena,/gp/profile/amzn1.account.AGN6PFQ64ERHWK6VU2CRGEB4V53A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 16, 2021",0,,https://www.amazon.com/Cinnamon-Toast-Crunch-Breakfast-Cereal/product-reviews/B07CX3FHMB/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,Flavor ✅ freshness ✅ value for money ✅,Will Get More,Size: 1.05 Pound (Pack of 1)Verified Purchase,
Punky,/gp/profile/amzn1.account.AHDWFNBCDYQUXQMPYDZAFYH5PC3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 28, 2020",0,,https://www.amazon.com/Cinnamon-Toast-Crunch-Breakfast-Cereal/product-reviews/B07CX3FHMB/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,Great if you need emergancy cereal in 24hrs,Great cereal,Size: 1.05 Pound (Pack of 1)Verified Purchase,
Edgar Allen Poe,/gp/profile/amzn1.account.AG2DBY2HS3H6SR62XO5M74KP332A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 1, 2021",0,,https://www.amazon.com/Cinnamon-Toast-Crunch-Breakfast-Cereal/product-reviews/B07CX3FHMB/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,Good Taste,Good Taste,Size: 1.05 Pound (Pack of 1)Verified Purchase,
Amazon Customer,/gp/profile/amzn1.account.AH4AB7JDDCP6XW7RV3JYRAHCTASA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 14, 2021",0,,https://www.amazon.com/Cinnamon-Toast-Crunch-Breakfast-Cereal/product-reviews/B07CX3FHMB/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,Children favorite,Buy again,Size: 1.05 Pound (Pack of 1)Verified Purchase,
Ruth Bowens,/gp/profile/amzn1.account.AGGHQ7X3Y324VCTJCCP2BLUBLNWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 7, 2021",0,,https://www.amazon.com/Cinnamon-Toast-Crunch-Breakfast-Cereal/product-reviews/B07CX3FHMB/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,Grandbabies love it!,Excellent,Size: 1.05 Pound (Pack of 1)Verified Purchase,
Tiara,/gp/profile/amzn1.account.AGRZPZ2NRAXE4YOWZ25XCEK4FTAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 20, 2020",0,,https://www.amazon.com/Cinnamon-Toast-Crunch-Breakfast-Cereal/product-reviews/B07CX3FHMB/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,so yummy! I have like 5 boxes of these!,best cereal out there.,Size: 1.05 Pound (Pack of 1)Verified Purchase,
DY,/gp/profile/amzn1.account.AEC3TPBBJP2JHR5UAF4EO6RA2RLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 18, 2020",0,,https://www.amazon.com/Cinnamon-Toast-Crunch-Breakfast-Cereal/product-reviews/B07CX3FHMB/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,Fresh,Cereal,Size: 1.05 Pound (Pack of 1)Verified Purchase,
Therealfatimab,/gp/profile/amzn1.account.AEKUIPWXIUZVL3FFLOYLZQLS4ZAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 9, 2020",0,,https://www.amazon.com/Cinnamon-Toast-Crunch-Breakfast-Cereal/product-reviews/B07CX3FHMB/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,My kids love you this cereal,My kids love this cereal,Size: 1.05 Pound (Pack of 1)Verified Purchase,
Richard,/gp/profile/amzn1.account.AEX4RKB6IWSWR3DV2HOTMGUMI5TQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 1, 2020",0,,https://www.amazon.com/Cinnamon-Toast-Crunch-Breakfast-Cereal/product-reviews/B07CX3FHMB/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,Good cereal,Good,Size: 1.05 Pound (Pack of 1)Verified Purchase,
Mrgrimmjowx,/gp/profile/amzn1.account.AGALACBT36BHNOYVISWNTPE4ZRVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 3, 2021",0,,https://www.amazon.com/Cinnamon-Toast-Crunch-Breakfast-Cereal/product-reviews/B07CX3FHMB/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,Loved it lol,Good food,Size: 1.05 Pound (Pack of 1)Verified Purchase,
Kerri L Vrey,/gp/profile/amzn1.account.AEQ7ZH5PANP2UXFV4J3JCTGK6RMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 4, 2020",0,,https://www.amazon.com/Cinnamon-Toast-Crunch-Breakfast-Cereal/product-reviews/B07CX3FHMB/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,4.0 out of 5 stars,Box was destroyed in packaging,Cereal,Size: 1.05 Pound (Pack of 1)Verified Purchase,
Michael Smith,/gp/profile/amzn1.account.AFAPMCFVVYPUSOIYAX2LSGB3A72Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 30, 2020",0,,https://www.amazon.com/Cinnamon-Toast-Crunch-Breakfast-Cereal/product-reviews/B07CX3FHMB/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,Good!!,Quality,Size: 1.05 Pound (Pack of 1)Verified Purchase,
sgudde,/gp/profile/amzn1.account.AFLYUYOXR76NKRFD2JRZ7AWW5CGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 18, 2018",0,,https://www.amazon.com/Cinnamon-Toast-Crunch-Breakfast-Cereal/product-reviews/B07CX3FHMB/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,large box and very tasty.,great tasting,Size: 1.05 Pound (Pack of 1)Verified Purchase,One person found this helpful
tnglm003,/gp/profile/amzn1.account.AFUMLMAJP6EPR6EM6JKOGPWLLXQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 8, 2019",0,,https://www.amazon.com/Cinnamon-Toast-Crunch-Breakfast-Cereal/product-reviews/B07CX3FHMB/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,"Delicious!  Fresh, crunchy and the cinnamon milk to finish.",Cinnamon Crunchiness,Size: 1.05 Pound (Pack of 1)Verified Purchase,One person found this helpful
Bob,/gp/profile/amzn1.account.AERAQIKWZRF37OEVJ273647ABSPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 27, 2019",0,,https://www.amazon.com/Cinnamon-Toast-Crunch-Breakfast-Cereal/product-reviews/B07CX3FHMB/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,came fresh and in good condition,amazing,Size: 1.05 Pound (Pack of 1)Verified Purchase,
Paul R. Hanna,/gp/profile/amzn1.account.AFPPZU4FLYRAKSIPXQ2563EO7XOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 20, 2018",0,,https://www.amazon.com/Cinnamon-Toast-Crunch-Breakfast-Cereal/product-reviews/B07CX3FHMB/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,love it....,Five Stars,Size: 1.05 Pound (Pack of 1)Verified Purchase,One person found this helpful
Deborah,/gp/profile/amzn1.account.AFGMW5JSZODFRTW2FBJORNGVBBCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 4, 2018",0,,https://www.amazon.com/Cinnamon-Toast-Crunch-Breakfast-Cereal/product-reviews/B07CX3FHMB/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,As expected,Great,Size: 1.05 Pound (Pack of 1)Verified Purchase,One person found this helpful
Amazon Customer,/gp/profile/amzn1.account.AEZCM2PL3NRZRGPGOZUK2T5XL5QA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 10, 2018",0,,https://www.amazon.com/Cinnamon-Toast-Crunch-Breakfast-Cereal/product-reviews/B07CX3FHMB/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,4.0 out of 5 stars,"Tasty and arrived on tine, in an only slightly bent box.",If only they shipped fresh milk,Size: 1.05 Pound (Pack of 1)Verified Purchase,
Peter from Newton,/gp/profile/amzn1.account.AH5IQMA635GG6336QTD6M3LEYADQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 19, 2018",0,,https://www.amazon.com/Cinnamon-Toast-Crunch-Breakfast-Cereal/product-reviews/B07CX3FHMB/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,My wife and grandchildren like this cereal.,Good price for this cereal,Size: 1.05 Pound (Pack of 1)Verified Purchase,
Mamaplus2,/gp/profile/amzn1.account.AGESVZKNDP6QT75VQUQLXD43O7CA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 15, 2018",0,,https://www.amazon.com/Cinnamon-Toast-Crunch-Breakfast-Cereal/product-reviews/B07CX3FHMB/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,5.0 out of 5 stars,This is my kids favorite cereal.  We have tried other brands and they always tell me that it doesn’t taste the same.,Breakfast of mini champions,Size: 1.05 Pound (Pack of 1)Verified Purchase,
Gilbert,/gp/profile/amzn1.account.AHUGMEOOF7VTVB74KHMEDXCA5JQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 6, 2018",0,,https://www.amazon.com/Cinnamon-Toast-Crunch-Breakfast-Cereal/product-reviews/B07CX3FHMB/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,5.0 out of 5 stars,Kids love this cereal,Excellent Product,Size: 1.05 Pound (Pack of 1)Verified Purchase,
B. Morgan,/gp/profile/amzn1.account.AFEBJPB5QQTEUDVI6Y6A34CKYZ4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 25, 2020",0,,https://www.amazon.com/Cinnamon-Toast-Crunch-Breakfast-Cereal/product-reviews/B07CX3FHMB/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,5.0 out of 5 stars,Cinnamon Toast Crunch.  It's delicious and sweet.  You already know if you if love it.  Great for dinner as well.,It's delicious cereal!,Size: 1.05 Pound (Pack of 1)Verified Purchase,
Peter Castro,/gp/profile/amzn1.account.AHVFBLH2ZO2C5TD32AOW3XNGVBBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 8, 2018",0,,https://www.amazon.com/Cinnamon-Toast-Crunch-Breakfast-Cereal/product-reviews/B07CX3FHMB/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,5.0 out of 5 stars,Good!,Good!,Size: 1.05 Pound (Pack of 1)Verified Purchase,
Gina K.,/gp/profile/amzn1.account.AFDKGKH7TAXIWXOXA2NBX727EBQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 5, 2020",0,,https://www.amazon.com/Cinnamon-Toast-Crunch-Breakfast-Cereal/product-reviews/B07CX3FHMB/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,1.0 out of 5 stars,Came stale and old.,Sadness,Size: 1.05 Pound (Pack of 1)Verified Purchase,
J R,/gp/profile/amzn1.account.AHBBNVWE5TJA55NCNHJTTMI4LA3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 25, 2019",0,,https://www.amazon.com/Cinnamon-Toast-Crunch-Breakfast-Cereal/product-reviews/B07CX3FHMB/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,5.0 out of 5 stars,Damn good,Damn good,Size: 1.05 Pound (Pack of 1)Verified Purchase,
ANGELA,/gp/profile/amzn1.account.AH6QCSUU6L7QAAOQ634LLTCQCOVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 19, 2018",0,,https://www.amazon.com/Cinnamon-Toast-Crunch-Breakfast-Cereal/product-reviews/B07CX3FHMB/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,5.0 out of 5 stars,My daughter loves this cereal. It arrive fresh. Happy with product,5*,Size: 1.05 Pound (Pack of 1)Verified Purchase,
Scorpion,/gp/profile/amzn1.account.AG2EFHH7K6L2GESZBEQ5KQKURX5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 6, 2018",0,,https://www.amazon.com/Cinnamon-Toast-Crunch-Breakfast-Cereal/product-reviews/B07CX3FHMB/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,4.0 out of 5 stars,Tastes like coconut cookies.,Decent taste. Extra sweet.,Size: 1.05 Pound (Pack of 1),One person found this helpful
Lindsay d'Aversa,/gp/profile/amzn1.account.AG5OSD7ETJZBJ2IZK43BFGH2IOOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 14, 2018",0,,https://www.amazon.com/Cinnamon-Toast-Crunch-Breakfast-Cereal/product-reviews/B07CX3FHMB/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,5.0 out of 5 stars,AwesomeCereal ratsesYummy,Yummy cereal,Size: 1.05 Pound (Pack of 1),
Matt,/gp/profile/amzn1.account.AHEXLN3HPAMAVRTFI47PTGV5FOMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 11, 2018",0,,https://www.amazon.com/Cinnamon-Toast-Crunch-Breakfast-Cereal/product-reviews/B07CX3FHMB/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,5.0 out of 5 stars,This is one of my favorite cereals. So good.,Very good,Size: 1.05 Pound (Pack of 1),
James T Williams,/gp/profile/amzn1.account.AERM5357KA3AKTVZQI4GY7MHFDPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 4, 2018",0,,https://www.amazon.com/Cinnamon-Toast-Crunch-Breakfast-Cereal/product-reviews/B07CX3FHMB/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,4.0 out of 5 stars,Okay,Good,Size: 1.05 Pound (Pack of 1),One person found this helpful
Drew montgomery,/gp/profile/amzn1.account.AHSMQVTNY46LSTXYX3H3RKVICOCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 18, 2020",0,,https://www.amazon.com/Cinnamon-Toast-Crunch-Breakfast-Cereal/product-reviews/B07CX3FHMB/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,1.0 out of 5 stars,Why are you selling a box if cereal for $15,Price gouging,Size: 1.05 Pound (Pack of 1),One person found this helpful
Shell,/gp/profile/amzn1.account.AHDHHAWORVBAJOF76MTBYOYLXD2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 12, 2021",0,,https://www.amazon.com/Cinnamon-Toast-Crunch-Breakfast-Cereal/product-reviews/B07CX3FHMB/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,5.0 out of 5 stars,My children love these cereal,Great value,Size: 1.05 Pound (Pack of 1)Verified Purchase,
DS,,"Reviewed in the United Kingdom on December 1, 2020",0,,https://www.amazon.com/Cinnamon-Toast-Crunch-Breakfast-Cereal/product-reviews/B07CX3FHMB/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,5.0 out of 5 stars,Delicious but a little too sweet,Delicious,Size: 1.05 Pound (Pack of 1)Verified Purchase,
D Kurniawan,,"Reviewed in Singapore on January 25, 2021",0,,https://www.amazon.com/Cinnamon-Toast-Crunch-Breakfast-Cereal/product-reviews/B07CX3FHMB/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,5.0 out of 5 stars,My family and i really like this cereal. Glad that amazon can deliver it to Singapore with such a good deal,Recommended,Size: 1.05 Pound (Pack of 1)Verified Purchase,
miryana,,"Reviewed in Australia on September 12, 2020",0,,https://www.amazon.com/Cinnamon-Toast-Crunch-Breakfast-Cereal/product-reviews/B07CX3FHMB/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,5.0 out of 5 stars,This is soo good! I wish you guys stocked it more often,Yuuuummm,Size: 1.05 Pound (Pack of 1)Verified Purchase,
