author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,ranking,helpful_votes,total_review,visibility_status
Andy Anderson,/gp/profile/amzn1.account.AF2CBTSOPZ7RU7LCZP4LHSDPYCBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 12, 2018",0,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,1.0 out of 5 stars,Do not purchase from this vendor. The granola bars were only 2 months from their expiration date and appeared to have been frozen. They were inedible.,2 months from expiration date and hard as rocks,Flavor Name: 3- Flavor Less Sugar Variety PackVerified Purchase,48 people found this helpful,1079538,79,42,Public
StoneHenge,/gp/profile/amzn1.account.AHF25SCUSEQAW3GV2UOH7C5QA4MQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 23, 2018",0,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,"I send these with my kids for their morning snack at school. It's just the right size to tide them over until lunch, but not so much that they aren't hungry at lunch time. Though I don't recommend sending the dipps to school as the extra sugar is just too much. The dipps make a great after school or weekend snack though.I got these the first time on subscribe and save and with a coupon for a really great deal, under ten bucks. Next time I paid a little more closer to eleven bucks, but still cheaper them my grocery store most days.I'd just recommend keeping an eye on the price before you buy these, though.",Make a great morning snack at school,Flavor Name: Chewy & Dipps Variety PackVerified Purchase,32 people found this helpful,2399,2224,3050,Public
Kay,/gp/profile/amzn1.account.AGMLRBF6QQ3F6ULTSM75FR2I2D3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 6, 2018",0,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,"I ordered these mixed flavor treats for my husband to take to lunch/breakfast or for a quick lower calorie snack.  They tasted great, just like the regular granola bars.  I was glad they had less sugar and only around 100 calories and weren't expensive (at over $1 for a similar type bar is beyond ridiculous)!  We had never had the cookies and cream bars and were pleased with the taste.  His favorite were the peanut butter bars.  I would definitely buy these again!","Same great taste, 25% less sugar!  Thank goodness!!",Flavor Name: 3- Flavor Less Sugar Variety PackVerified Purchase,25 people found this helpful,3837534,60,23,Public
Jess E,/gp/profile/amzn1.account.AFXKNW6BXCD7KMESTTBIAPESKV4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 4, 2019",0,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,1.0 out of 5 stars,"This is the most misleading, infuriating product. Its real name should be LESS REAL SUGAR, MORE FAKE SWEETENER VARIETY PACK. My kids love the quaker granola bars and I wanted to feel better about giving them as a snack. But when I read the label I was so angry that they decided to include sucralose as an ingredient. Just use less sugar! Kids won't notice!",WARNING: Contains Splenda,Flavor Name: 3- Flavor Less Sugar Variety PackVerified Purchase,19 people found this helpful,2025210,163,36,Public
Steve Dunger,/gp/profile/amzn1.account.AHLRA7GSFSE2OMD77A2TWP4U2WPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 20, 2017",0,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,"I've always enjoyed Quaker Oats products, so I thought I'd try these granola bars. I have tried some of these before and I wasn't disappointed with the three flavors I had received in this box, all of them very good, great for a snack or at anytime. They fill me up, less calories, less sugar, all good. Another product I'd give a thumbs up for a very good snack alternative.",When a snack is all you need to fill Your tummy!,Flavor Name: 3-Flavor Variety packVerified Purchase,35 people found this helpful,366204,250,93,Public
amulet,/gp/profile/amzn1.account.AE6GSHQDELJOJ234VTQTQYONAK6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 1, 2020",4,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,4.0 out of 5 stars,"I really, really like these Quaker Peanut Butter Chocolate Chip Granola Bars.  However they do give me a bit of indigestion.  I can feel some heartburn almost immediately when I eat these.  However it does subside quite quickly.  Aside from that these bars seem to be mostly natural (or perhaps all natural?), and the claims made on the front of the box (NO HIGH FRUCTOSE CORN SYRUP, NO ARTIFICIAL PRESERVATIVES OR FLAVORS, NO ADDED COLORS - see 1st photo) appear to be true (according to the ingredient list - see 2nd photo).  I really like that these do not use artificial flavors or colors and also do not use any chemical preservatives.  It makes me feel a lot better about buying these for my family.  If it weren't for the slight heartburn, I would give them 5 stars!!  A great granola bar!","My Favorite Flavor, Causes a Bit of Heartburn!",Flavor Name: Peanut Butter Chocolate ChipVerified Purchase,8 people found this helpful,1783,958,389,Public
TerriLee,/gp/profile/amzn1.account.AFOI7LFWJIP3KQSGVMIBXAMHLTPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 28, 2019",2,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,2.0 out of 5 stars,"I purchased 5 or 6 boxes.  2 were extremely stale tasting.  The first box I couldn’t find a date but it had similar tags on it a big RED one and a bar code, which after peeling it back on the second box, I now see the label was placed in that specific location to cover the sell by date of Sept. 2018.  I do not know what the sell by date was on the other package.  Since they were opened before noticing they were stale, there was no way to return them.Should not sell.  Deliberate attempt to cover dates.Shame on Amazon","STALE, HARD, 4of6 boxes were trash and at least 4 months past sell buy date",Flavor Name: Peanut Butter Chocolate ChipVerified Purchase,9 people found this helpful,1782645,30,34,Public
pandaty,/gp/profile/amzn1.account.AFPO77CVL2QQSXCMVP5YF2YXGZQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 6, 2020",0,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,"So of course being a fat kid, I open it and eat a couple. No Dipps. Days pass... no Dipps. Still..... more days pass. NO DIPPS!!!!!Then.......I swear to goodness the peanut butter Dipps would NEVER END. And man.... they hit the spot. They put them all at the bottom. Tricky. I'm pretty sure 58 bars should have lasted longer than 7 days.  ok ok ok. They DID last more than 7 days. But I am not proud at my average per day count. This is why I don't buy things like this. But they were SOOOO good! But so bad! In other news, there are still some by my coffee machine.... ya know..... so I can say they lasted 2 months, not 3 days. Wait..... 7. I said 7. Let's stick with that. ;) hehehehe.",Sons of Guns. Why you gotta do me like that?!!,Flavor Name: Chewy & Dipps Variety PackVerified Purchase,5 people found this helpful,187245,101,37,Public
StoneHenge,/gp/profile/amzn1.account.AHF25SCUSEQAW3GV2UOH7C5QA4MQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 20, 2018",0,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,4.0 out of 5 stars,"Edited 2/7/18 - right after opening my January subscribe and save of this, I realized they were already expired. So when I got my January delivery they were on only a few days from the used by date. Not Good. If I hadn't already opened them I definitely would have sent them back. They still taste okay, and the kids haven't said anything, but the couple I've had I can tell they're edging towards stale. And they are definitely a harder consistency than the previous boxes we've had.While the less sugar is a big hit with me, the kids like the variety pack that come with the dips in the them too.I'm not a big granola bar fan, I like the fruit & nut kind better, so I have to go off what my kids think about these.They like the variety, and the texture, but they say they're a little bland compared to the regular version of these granola bars.They do however, still eat them every morning at school for their mi-morning snack, and sometimes even breakfast if they're running super late for school.I feel better about the less sugar they are getting at school with these, though I will continue to buy the regular version for weekends and holidays breaks.I think it you just stick with these when the kids are young they're never going to know what they're missing out on with the extra sugar and every one will be happier.","The kids don't like these as well, but they eat them fine. I like them much better.",Flavor Name: 3- Flavor Less Sugar Variety PackVerified Purchase,4 people found this helpful,2399,2224,3050,Public
Calypso D'Cat,/gp/profile/amzn1.account.AEDZLAMEMQTPHQC6FR5C5OR3VQSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 19, 2019",0,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,1.0 out of 5 stars,"I decided to order these 1 more time, this marks my 3rd purchase with them. And once again, it's completely stale, rock hard. It lacks freshness, it is not chewy whatsoever and was already expired. I wish the FDA or another company would come in and regulate selling online in which a company / 3rd party falsified their product. It's a complete misrepresentation. And judging by other similar reviews, I'm definitely not the only one experiencing this.","Stale, expired and not worth a dime",Flavor Name: Chocolate ChipVerified Purchase,8 people found this helpful,64192,176,177,Public
Good Ole JR,/gp/profile/amzn1.account.AEQ7OEGIN4J3KL7EHRPWCAM7VKJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 18, 2019",0,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,"My kids used to love these but now that Brent is making their lunches they suddenly don't want as much sugar in their diets. How many times do I have to say that sugar is energy?! Also the package says less sugar, less meaning it used to be more, so now it's healthy!Whatever, I keep a couple of these on myself for when I get hungry during my nightly excursions to the bushes outside of Brent's house. I wrote Quaker asking for a maple flavor and they sent back a form letter with a cease and desist order claiming I stole their intellectual property because I dared to sell my own maple flavored bar right outside their headquarters. Guess they don't like competition! I thought this was America!",My kids used to love these,Flavor Name: 3- Flavor Less Sugar Variety PackVerified Purchase,4 people found this helpful,6756,807,137,Public
Kerri Moore,/gp/profile/amzn1.account.AHKYW2UUYIELRIAETCR7AWW5NOMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 7, 2019",0,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,1.0 out of 5 stars,"the bars were squished, stuffed into the box.  they were broken and crushed. Half the individual wrappers were half full~ not full size bars!! expiration dated was 2 weeks after ship date.  unfortunately I opened them after the return date, so i am stuck with them.",not the Quaker quality I expected,Flavor Name: Chocolate ChipVerified Purchase,9 people found this helpful,1120125,30,58,Public
DR,/gp/profile/amzn1.account.AFAKG3Y6FGYL2FV2ZBH4CP7P7FTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 21, 2019",1,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,1.0 out of 5 stars,Purchased these and they were 4 months past the Best Buy date on the box.,Check date on box,Flavor Name: Peanut Butter Chocolate ChipVerified Purchase,12 people found this helpful,4559492,13,16,Public
Lisa R.,/gp/profile/amzn1.account.AHRGK23LNBJAKBG2744AP4HOXQEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 10, 2019",0,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,2.0 out of 5 stars,"I thought I was being a smart mom by ordering these in bulk for my kids.  It saves a few bucks over the boxes at the grocery store.  The first couple of deliveries were fine (one was actually donated to my kid’s school).  But, I just received the latest order from my subscribe & save on June 21, and I ate one this week.  At first I thought it was the wrong flavor because all the chocolate chips were tan, not brown.  The taste was also slightly off.  They expire on August 1, 2019.  Less than a month away!  Not acceptable for a bulk item!",1 month till expiration date,Flavor Name: Less Sugar Chocolate ChipVerified Purchase,5 people found this helpful,3562932,61,44,Public
tlyn,/gp/profile/amzn1.account.AH7SQ7ZECDX7FORQJZRGAXFI4BLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 9, 2020",0,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,"I keep a stock of these on hand for my husband for a quick snack because they are better for him than junk food and he likes them. He sometimes needs a little pick me up and these make a great grab and go bar that he can take with him where ever he goes. I also, like to get them for my churches children's group for a snack because they are individually packaged and the kids like them, I usually get the Lower Sugar ones but I didn't see any in stock and when I checked the old pack I had there really isn't much of a difference so I ordered 2 big boxes of the regular variety pack 58 ct. I have at times have kids come by and they love ""candy' which I don't have and I'll have them try a Quaker chewy granola bar and they end up loving them so now I have to keep extra on hand for kids not just the BIG kid that lives with me. They are full of oats , grains and not a lot of fat and much better than a candy bar. I call them a good for you bar and all the flavors taste really great , little kids tend to like the Smores' and the peanut butter ones the best but they are all good and they came delivered with a good expiration date , they will be eaten before that date for sure. I believe the expiry date is Feb.2021 and I received them Dec. 9, 2020.The price was awesome and I now wish I had ordered more.",Great Snack -Great Price,Flavor Name: Chocolate Lovers 58ct Variety PackVerified Purchase,One person found this helpful,7964,982,273,Public
99dsm,/gp/profile/amzn1.account.AH2RAYMTKBNHC2UK4WJV3M5THL4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 16, 2020",0,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,1.0 out of 5 stars,You know when you leave crackers in your pantry for too long and they taste like paint or the pantry?  That’s the only way I can explain what the box we received tasted like.  And they weren’t expired.  They really aren’t a good value for your money when you throw the whole box away.  Won’t  buy again.,No good.,Flavor Name: S’mores 58ctVerified Purchase,7 people found this helpful,3952804,41,47,Public
Kindness Costs Nothing,/gp/profile/amzn1.account.AEDZLXOVY6BS34XDCCS6B6FT2MBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 6, 2020",0,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,2.0 out of 5 stars,"I have been eating these for so long now from the grocery store. However, I hate that they either contain choc chips or peanut butter. I just wish they would make them plain without add ins. If I opened one that had more than usual choc chips in them I would pick a few out. These ones I ordered from Amazon have soooo soooo many choc chips in them. Every bar I opened same thing. I wound up throwing most out because it was way too much to pick out. I’d say half of each bar consists of choc chips, if you like semi sweet choc then that should make you happy. But I hate it. The ones from the grocery store were barely acceptable but still good since I could easily take the few choc chips out but as I said, HUGE diff between regular chewy brand choc chip flavor bought from grocery store and same brand and flavor but WAY MORE choc chips. I wonder why?",Half of each bar is choc chips,Flavor Name: Chocolate ChipVerified Purchase,3 people found this helpful,81402,118,45,Public
mason,/gp/profile/amzn1.account.AGSNHFU77ECQ7SOAXF3FTYXUG7MA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 26, 2021",0,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,4.0 out of 5 stars,"I purchased this because I wanted snacks and I don't like going to the grocery store.  Amazon is hit or miss with the food it sells, some food items are overpriced, other food items don't taste fresh when you buy them. I think it may be because the food or drinks wait in a warehouse.But this is a great deal, you get 56 granola bars for 13 dollars, that's 23 cents a bar. You get a variety of granola bars(3 different flavors) and you get two flavors which are dipped in chocolate.. chocolate covered granola bars!  Who would have thought to make such an invention.. it tastes great.  The granola bars are good, and they are only 100 calories a snack so it's a low-calorie snack, although the chocolate covered ones have around 140.  Also the bars have a decent amount of fiber in them for a snack because of the granola.I think these bars taste great and are a good deal.  I read other reviews(from a few years ago) which say that the bars were out of date. I actually didn't check the date on my box but they tasted adequately fresh.",Great deal,Flavor Name: Chewy & Dipps Variety PackVerified Purchase,2 people found this helpful,1349991,18,29,Public
Kdl,/gp/profile/amzn1.account.AFC2KF7LLJHYE4JHKFK5YFTJYZJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 22, 2021",3,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,"We love these granola bars as a quick snack we can take with if we are going out on errands or something where we might get hungry but not want to stop. These arrived quickly and packaged nicely. My son hurried to open the box and said he was willing to be the taste and quality tester for anyone looking at this review. They are all accounted for (match up to the quantity as stated on the box), IN DATE (good for about 7 months) and he said all taste great, normal just like the store bought ones and soft and chewy. None felt hard to me as I took them out and put them in the snack box in the cupboard. I saw so many reviews stating they were out of date, hard or would be expiring soon and I almost didn’t buy them but it was a good deal and we really do enjoy these and this was a better deal than wall mart has. Happy with this purchase and will definitely buy again.","Fresh, chewy, delicious DEAL",Flavor Name: 3-Flavor Variety packVerified Purchase,,8782,320,67,Public
Gregory Kent,/gp/profile/amzn1.account.AHV5EHD4PUOVAQT6YKUQZ6BABA5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 21, 2020",0,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,3.0 out of 5 stars,"I used to buy these in normal boxes for a daily snack/pick-me-up when I get peckish between lunch and dinner. Quaker chewy bars have been a favorite for a while as they're decently healthy and the smores/oatmeal raisin flavors are pretty good without overloading with sugar. When I saw this deal, I was pretty psyched as it was a great discount on something I already bought regularly.Shipping was fast, and soon I had them in hand - that's where the issues started:It's a real grabbag of quality. You could reach in and grab a great- fresh bar that keeps its shape and tastes fine. Then, on the next bar, it could be barely keeping its shape, mushy, and falling apart in the wrapper. It's very annoying as it can make a real mess as it falls apart and just doesn't taste great.Rating it 3 because 50% or so are fresh and it's a great price. However, it doesn't excuse the fact that 50% are old nad falling apart either. Buy if you think you're lucky.",A ton of Granola bars - variable freshness,Flavor Name: S’mores 58ctVerified Purchase,,25305,273,77,Public
Adam Rainier,/gp/profile/amzn1.account.AGK5IQ2VY7BUYFBIUGHNGLADWG3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 29, 2020",0,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,5.0 out of 5 stars,"These are often my go-to snack when I'm hungry. I just grab 1-3 of them at a time and I'm good to go.They're not overly sweet so they don't mess with my energy levels. Being less sugary definitely makes for a heartier snack in my view. I originally got them to stand in for a dessert like a candy bar, but they're actually decent as meal replacements for when I'm a bit too busy to get a proper meal. They're just sweet enough to hit the spot, almost like anytime candy for semi-responsible adults.All three flavors are good, but Cookies & Cream is probably my favorite of the bunch. It has white chips and a slight kick compared to most granola bars I've had.The value is hard to beat, too. One box tends to last me a couple of months.I see a few reviews complaining about freshness. I've ordered these four times so far and not once has freshness been an issue. These have been great every single time.Definitely recommend these.",Deeply Satisfying. Not Too Sweet. Perfect Anytime Snack.,Flavor Name: 3- Flavor Less Sugar Variety PackVerified Purchase,One person found this helpful,52460,704,211,Public
