author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful
ChiefLaughALot,amzn1.account.AF4KRDA6XVQE357OWPILTPXV7TSA,"Reviewed in the United States on November 24, 2018",0,,https://www.amazon.com/COOLIFE-Luggage-Suitcase-Hardshell-Lightweight/product-reviews/B01M0MAZ3J/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,5.0 out of 5 stars,"My family travels internationally which means lots of airplane transfers, rail, ferry loading and unloading.  Each member has their own set. Only one cosmetic scuff has appeared. About to order another set for my mother as we are taking her to London, Scotland and Ireland for the holidays. We rarely use the middle size. The small size we carry on and the largest size we check. Very pleased with maneuvering and durability of wheels on various rough surfaces. The retractable handle makes for easy storage on ferries and railway. We’ve had zero issues with locking mechanism.  We are a family of 4 with kids age 8 and 12.",International travelers,Color: blueVerified Purchase,696 people found this helpful
P Pep,amzn1.account.AESUXZN5UHWORNTTMXMJLJEJDZNQ,"Reviewed in the United States on December 15, 2016",0,,https://www.amazon.com/COOLIFE-Luggage-Suitcase-Hardshell-Lightweight/product-reviews/B01M0MAZ3J/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,4.0 out of 5 stars,Loved it however very disappointed after my first use one of the bags cracked.  It should last longer than one flight.Update -  The Company reached out within 24 hours of my review to address the situation.  I was very impressed with their customer service and their desire to have happy customers.,Loved it however very disappointed after my first use one ...,Color: orangeVerified Purchase,"1,311 people found this helpful"
Shannon,amzn1.account.AF2CT7AT2J3P2CWNHT7MNSAXQEIQ,"Reviewed in the United States on June 1, 2018",0,,https://www.amazon.com/COOLIFE-Luggage-Suitcase-Hardshell-Lightweight/product-reviews/B01M0MAZ3J/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,5.0 out of 5 stars,When I first saw the reviews I was like dang I shouldn’t buy this luggage but I still took a chance because I needed cheap luggage. And I am a very satisfied customer. My luggage survived my first trip. I would recommend luggage covers because they can get scratched easily but to me that’s not an issue. My belongings being secure and my luggage not being damnage were my only concerns. And they were not damaged at all. The preset lock code worked fine too and it was easy to reset the (000) password to what I wanted it to be. So yes I would definitely recommend this set. It’s definitely cheap and reliable.,A Great Buy,Color: blueVerified Purchase,352 people found this helpful
Amazon Customer,amzn1.account.AFQZV6XQRGOR6XS65RHZXC3W6KSA,"Reviewed in the United States on July 5, 2018",0,,https://www.amazon.com/COOLIFE-Luggage-Suitcase-Hardshell-Lightweight/product-reviews/B01M0MAZ3J/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,5.0 out of 5 stars,This item came quickly I received just in time for our trip.  This luggage is awesome.  We went to Hawaii for 10 days held all of our items plus a few extra on the trip home. The suitcases are lightweight and roll with ease.  I loved the zippered section nothing fell out.  The wheels roll well especially in the busy airport.  Outsides are very durable.  You can pull the handle up and set your backpack or extra bags on top nothing falls off.  This is the best luggage I have owned so far.  I will be taking it to London in December.,Excellent wheels lightweight,Color: blueVerified Purchase,269 people found this helpful
Amanda,amzn1.account.AEOOZJAVM3FCB6G67H5ZDLVX3EKQ,"Reviewed in the United States on October 9, 2017",0,,https://www.amazon.com/COOLIFE-Luggage-Suitcase-Hardshell-Lightweight/product-reviews/B01M0MAZ3J/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,4.0 out of 5 stars,"I purchased these to go on vacation.  I used these once, with the zipper not working on my returned. I had to tap my suit case closed on my returned flight.After writnig this review the manufacture contacted me directly and credited my account for the issues I had with the suit case.  Although the product may need work, there is a lto to be said about customer service!  Thank you Mia for contacting me and working with me on a solution!",Product needs work but Customer Service is awesome!,Color: blueVerified Purchase,306 people found this helpful
may e howard,amzn1.account.AGR5BX4UHKEZ4TXFKM6ZFM4KTB7A,"Reviewed in the United States on May 8, 2018",3,,https://www.amazon.com/COOLIFE-Luggage-Suitcase-Hardshell-Lightweight/product-reviews/B01M0MAZ3J/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,5.0 out of 5 stars,"I really like my new luggage set. They came today. I won't be traveling with them until July.They look really great. I will let you how the trip goes. At this moment, I'm happy with my purchase.",Time for new luggage,Color: blueVerified Purchase,187 people found this helpful
Jason Kyle,amzn1.account.AFQY4HLHGZ744JQCRFDKVYSWJTAQ,"Reviewed in the United States on April 25, 2018",0,,https://www.amazon.com/COOLIFE-Luggage-Suitcase-Hardshell-Lightweight/product-reviews/B01M0MAZ3J/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,5.0 out of 5 stars,"I had to go to Germany recently and the luggage we had blew out a wheel on the last trip. The search began... I wanted to a suitcase that I could check that wasnt gigantic but would be solid for 7 - 10 days of business travel as well as work for those coveted vacations. What we ended up finding was 3 suitcases that would work for both my wife and I! These are solid, feel well put together, and seem like they will last a while. The only con Ive found so far is that I was expecting them to be a little more hard shelled, when I sat on it, the case cratered a bit but popped right back and I brought some hollow chocolate eggs back in my bag and several of them were damaged during handling from the trip. The middle sized bag was perfect for me for a 7 day international trip... I cant wait to go on vacation and need the large bag!",and seem like they will last a while,Color: orangeVerified Purchase,188 people found this helpful
By CJs Pirate,amzn1.account.AHJ3S3V3XBCJZFF7EE4RALKBJPPQ,"Reviewed in the United States on July 13, 2018",0,,https://www.amazon.com/COOLIFE-Luggage-Suitcase-Hardshell-Lightweight/product-reviews/B01M0MAZ3J/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,5.0 out of 5 stars,After a week of traveling I am quite impressed with this luggage.  It has withstood the rigors of daily movement from my pick up to whatever hotel my wife and I happen to be staying in during this six state journey.  I was doubtful at first whether I would find this luggage to be any better than anything I already owned.  My doubts have been alleviated.These pieces are a charm to handle.  They glide easily and the telescoping handles lock into place firmly.  I am impressed.,Easily Glide When Pulled,Color: blueVerified Purchase,167 people found this helpful
la nakashima,amzn1.account.AGGAAVDQ4OOETOTLNMFGT4IECKBQ,"Reviewed in the United States on September 4, 2018",3,,https://www.amazon.com/COOLIFE-Luggage-Suitcase-Hardshell-Lightweight/product-reviews/B01M0MAZ3J/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,4.0 out of 5 stars,"UPDATE:  upgraded review because customer service has been so attentive.this latest pic ... i TOTALLY can find my luggage - SOOO EASILY!!!i have had 2 more flights .... no additional luggage dents.  i did buy luggage straps .... NOT related to security of this brand - simply seemed like a good idea with zipper-hardside luggage.  go figure - from 3 pieces of luggage with 6 straps, lost 2 straps already.*********the luggage is standard in features (tho not expandable) ... price seemed good.  BUT, I chose hard-sided luggage because a couple trips i'm taking i'll be traveling with delicate/fragile/squishable items.  i am worried how this case will fare.I am contacting company & will update my post with how customer service handled situation.","1st travel, luggage dented",Color: apple green2Verified Purchase,120 people found this helpful
Roger K. Mukai,amzn1.account.AER5DBN6Y24OPULGCBRNCNHLRSVQ,"Reviewed in the United States on August 2, 2018",0,,https://www.amazon.com/COOLIFE-Luggage-Suitcase-Hardshell-Lightweight/product-reviews/B01M0MAZ3J/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,5.0 out of 5 stars,"Great Luggage at a Great Price!There is nothing about these that I DIS-LIKE!  They are brightly colored, which; for me, makes it easy to find them on the Airport Luggage turnstyle, and; all the featues are fantastic - they will server you well!  Handles are a MUST, and they are easy to pull and push and turn!  I like that you can stack-them inside one another to store, and; they are worth the price - at just about $100 for the entire set of 3.  Truly fabulous indeed!",Great Luggage at a Great Price!,Color: apple green2Verified Purchase,126 people found this helpful
Angela,amzn1.account.AE4NII4MRSF7VMCATLVFP33I3R5Q,"Reviewed in the United States on February 17, 2018",1,,https://www.amazon.com/COOLIFE-Luggage-Suitcase-Hardshell-Lightweight/product-reviews/B01M0MAZ3J/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,5.0 out of 5 stars,"I just received this luggage set and the color is absolutely stunning. The green apple is truely green apple and not a dull green. I am pleased with the material and quality of the luggage. The packing was simply amazing. Lots of styrofoam, cardboard and plastic wrap for protection. Also, the luggage was shipped in a box and then that box was placed inside of a larger box. I appreciate the added protection towards my purchase. My set arrived free from any damages. I plan to order additional sets in various colors.",The green apple is truely green apple and not a dull green. I am pleased with the material and ...,Color: apple green2Verified Purchase,108 people found this helpful
Mark Twain,amzn1.account.AHQCXDIB4N5X6H7GEE2MVIA36W3A,"Reviewed in the United States on March 16, 2019",1,,https://www.amazon.com/COOLIFE-Luggage-Suitcase-Hardshell-Lightweight/product-reviews/B01M0MAZ3J/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,The luggage came without a tsa lock as advertised!  There was a lock but it was a regular lock which defeats the purpose!  Disappointed as we are now left scrambling for luggage for an upcoming travelWish amazon fullfillment would double check on the quality of items before it ships,Not TSA locks,Color: orangeVerified Purchase,74 people found this helpful
Andrew B.,amzn1.account.AH4LKML5CYCXFRWFUSQ5TSCADPBQ,"Reviewed in the United States on March 7, 2019",0,,https://www.amazon.com/COOLIFE-Luggage-Suitcase-Hardshell-Lightweight/product-reviews/B01M0MAZ3J/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,"Out of all of these suitcases, most of the zippers broke off the second time I used them.  The rest of the zippers broke the third time I used them.  Customer service was frustrating enough that I gave up trying to get any sort of replacement.","Broke on second use, customer service not helpful",Color: family set-sky blueVerified Purchase,63 people found this helpful
Kabir Kohli,amzn1.account.AEBUPWKWTA6T2K6RVYZILPCFPUNQ,"Reviewed in the United States on April 8, 2019",1,,https://www.amazon.com/COOLIFE-Luggage-Suitcase-Hardshell-Lightweight/product-reviews/B01M0MAZ3J/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,"I just used the suitcase a couple of times and never overloaded the suitcases, i was really surprised to see that the wheel for the biggest size already caved in.Hope that i can get this resolved with Coollife as i really was impressed with all the reviews but my expectations are not met",How do one claim the warranty ??,Verified Purchase,64 people found this helpful
Lakerzgurl2,amzn1.account.AGYKFXBHO6AJMD46RWJCNFUOBIFA,"Reviewed in the United States on April 3, 2019",0,,https://www.amazon.com/COOLIFE-Luggage-Suitcase-Hardshell-Lightweight/product-reviews/B01M0MAZ3J/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,I had super high hopes after reading the great reviews. Well.. from Boise to Kauai with only one transfer of luggage the largest suitcase cracked right above the wheel. Not a small crack but a very large chunk out of the suitcase. This didn’t even make a round trip without breaking. Don’t waste your money on this set. I had better luck with a cheap Walmart set I had for years of traveling. Very disappointed that I now have to buy another large suitcase before our next trip.,Broke 1st use! Don’t waste your money on this set.,Color: orangeVerified Purchase,51 people found this helpful
twin,amzn1.account.AFWIBUTCG4TCOUTMWCBI32JZQT5A,"Reviewed in the United States on July 31, 2018",0,,https://www.amazon.com/COOLIFE-Luggage-Suitcase-Hardshell-Lightweight/product-reviews/B01M0MAZ3J/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,5.0 out of 5 stars,"I purchased this product before taking a vacation. I love the color and it made traveling with a large suitcase so much more easier.  Although I did have a slight issue with one of the items, I contacted Coolife and received a response almost immediately.  They worked with me and my issue was resolved in a short time. There was no run around or jumping through hoops which is what normally happens. The customer service is excellent and I'd recommend this company to anyone.  I look forward to using this product for a nice long time.  Thank you again for the fantastic customer service.",I love the color and it made traveling with a large ...,Color: purple2Verified Purchase,56 people found this helpful
Sarahhhhhhhhh,amzn1.account.AECNZDQITJLL3ORCTA4ZTPVZT6LA,"Reviewed in the United States on December 27, 2017",1,,https://www.amazon.com/COOLIFE-Luggage-Suitcase-Hardshell-Lightweight/product-reviews/B01M0MAZ3J/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,4.0 out of 5 stars,Sizes are nice. Looks like theyre gonna fit a ton in them. The greens a bit brighter than in the picture. Dog not included. Hes there for size comparison. I think he could fit in the 29” honestly but he wouldnt have much space for stretching lol will update when i actually use them in a few weeks!,Sizes are nice. Looks like theyre gonna fit a ton in ...,Color: apple green2Verified Purchase,61 people found this helpful
Wadeea,amzn1.account.AHMSAMBUKMEOY27E6Z52UOEPKKQQ,"Reviewed in the United States on September 9, 2017",0,,https://www.amazon.com/COOLIFE-Luggage-Suitcase-Hardshell-Lightweight/product-reviews/B01M0MAZ3J/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,5.0 out of 5 stars,great luggages bought 2 sets of these just came back from a international trip it went though a lot of beaten came back with a few scratches other then that yes I would highly recommend this product to any one>,great luggages bought 2 sets of these just came back ...,Color: blueVerified Purchase,81 people found this helpful
Mrs. Torres,amzn1.account.AE2IN7KISSV56ORYWK6XU2P6T3VA,"Reviewed in the United States on June 19, 2018",0,,https://www.amazon.com/COOLIFE-Luggage-Suitcase-Hardshell-Lightweight/product-reviews/B01M0MAZ3J/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,5.0 out of 5 stars,"Loved the 4 pieces and the bright blue color-it makes it so quick and easy at baggage claim. I was nervous after reading peoples’ reviews on the set after purchasing only because of how negative they were. I’ve traveled to Florida from Mass, and then from Mass. out to Colorado., and no issues with the bags breakin. I used packing organizers to help me for all of my products. I really enjoyed using the smallest two pieces as carry ons- super lightweight and compartmentalized.",Loved the 4 pieces and the bright blue color-it makes ...,Color: family set-sky blueVerified Purchase,49 people found this helpful
Curt C,amzn1.account.AGSJ3JBIW3GKSA5MS4YT2GCHUD2Q,"Reviewed in the United States on March 25, 2019",0,,https://www.amazon.com/COOLIFE-Luggage-Suitcase-Hardshell-Lightweight/product-reviews/B01M0MAZ3J/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,So after only using this for a week long trip its already falling about and zippers getting stuck and strap broken on large suitcase ..Really disappointed,Not very well made at all !,Color: sliver3Verified Purchase,43 people found this helpful
LM,amzn1.account.AG4NPUZG7PPIXK2UZONDGJF37K5A,"Reviewed in the United States on March 20, 2019",0,,https://www.amazon.com/COOLIFE-Luggage-Suitcase-Hardshell-Lightweight/product-reviews/B01M0MAZ3J/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,1.0 out of 5 stars,Product is not heavy duty. Already one wheel is broken. The seller never responded to a return request. I will never order again!,Don’t buy! It will break! Updated review**,Color: orangeVerified Purchase,43 people found this helpful
Kraz,amzn1.account.AGNCP6YFNEZWX3URRNDHBNFO73PQ,"Reviewed in the United States on May 3, 2021",0,,https://www.amazon.com/COOLIFE-Luggage-Suitcase-Hardshell-Lightweight/product-reviews/B01M0MAZ3J/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,4.0 out of 5 stars,Your browser does not support HTML5 video.                       Watch video for commentary! We just recently made the transition to hard sided suitcases. I really like them because they protect your things but they are obviously not as flexible as soft sided suitcases. I’ve had an issue with other hard cases getting scratched on conveyor belt at the airport but it does not seem like we had that issue with these. The best feature about it is that the zippers become a TSA lock with your own combination that TSA could still access without cutting open your suitcase. I do wish that there was two zipper compartments in each of the suitcases instead of one. I believe that would’ve helped keep the suitcase better organized and prevent it from moving around.,Watch video for commentary 🎥,Color: family set-blue1Verified Purchase,15 people found this helpful
JinSh,amzn1.account.AG627SV6DSNZF535TIURNUGDOVNA,"Reviewed in the United States on July 30, 2018",1,,https://www.amazon.com/COOLIFE-Luggage-Suitcase-Hardshell-Lightweight/product-reviews/B01M0MAZ3J/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,3.0 out of 5 stars,"Update Mar 2019Seller eventually reached out to me in response to my review. It took me a while to upgrade to 3 stars.I changed my star rating because I appreciate after-sales customer service: their response to my dissatisfaction (someone care to respond!!!).However, I was overseas when they reached out to me (traveling with this broken lousy luggage) so what they offered was not feasible. As I was on a 2-month trip, I had no choice but to buy new luggage to replace this broken one which cost me a fortune since I had no luxury to shop online / no amazon and was at the mercy to get what I could land my hands on.The seller kept reaching out to me to change my review and I replied BUT when they don't reply to my email, and kept re-sending me emails to request me to change my rating, I realized the emails I received from the very beginning are all automated ones. There is probably some sort of algorithm that get these auto mailers out to those who flagged low rating on their products.  I hope fellow consumers will not take advantage of the seller with my exposure of their operations because it is afterall a legit way for them to respond to customers with defective products but in my case, it was unique and they weren't able to recognize that since it was a mechanized process.  If you are going ahead to make this purchase, just be prepared the quality will give some day when you have that angry or tired handler. But if not, you may be lucky that it may work for you.Original post:Quality issue. Looks better than it serves. A luggage needs to withstand rugged handling by airport handlers but the material of this luggage failed to demonstrate the description. A photo is worth a thousand words. Check the damage. Luggage purchased in July 2018 and photo taken at airport after first flight.",Quality issue. One use and already damaged,Color: blueVerified Purchase,27 people found this helpful
Amazon Customer,amzn1.account.AG2VHSKXZ2I6R5PM5NO43WJIX3DA,"Reviewed in the United States on April 14, 2017",3,,https://www.amazon.com/COOLIFE-Luggage-Suitcase-Hardshell-Lightweight/product-reviews/B01M0MAZ3J/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,5.0 out of 5 stars,"So I bought this luggage in blue but my roommate bout it in purple and I wanted you to see the color. I will post the blue luggage when it arrives. This luggage appears to be well made and the wheels are nice...they move quite smoothly. I think this is a very good buy for $119 for 3 pieces. The luggage is super lightweight. With that said, understand that it may not be as durable as the expensive luggage. If it gets banged the wrong way really hard, it might crack but from the looks of it, it appears very sturdy. I think this is quality luggage.",This luggage appears to be well made and the wheels are nice..,Color: blueVerified Purchase,126 people found this helpful
Shannon Shepherd,amzn1.account.AGPSP3ZXEBD6L3YWQPV3YMYJ2PHA,"Reviewed in the United States on January 4, 2018",0,,https://www.amazon.com/COOLIFE-Luggage-Suitcase-Hardshell-Lightweight/product-reviews/B01M0MAZ3J/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,5.0 out of 5 stars,Great quality and the color was awesome for recognizing my luggage from the rest. I got comments on my luggage from TSA agents all over the country saying they wouldn’t miss my luggage from a mile away and quick recognition and quality is what I was looking for and you delivered it with style.,Perfectly priced and tough,Color: family set-orangeVerified Purchase,51 people found this helpful
Don S.,amzn1.account.AE2OMULTKOJVGVCY3VYHS6YFQ4ZA,"Reviewed in the United States on July 6, 2018",0,,https://www.amazon.com/COOLIFE-Luggage-Suitcase-Hardshell-Lightweight/product-reviews/B01M0MAZ3J/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,5.0 out of 5 stars,took these on a trip from SFO to Thailand with a stop over in Singapore each way. after an initial problem with the one lock needing to be reset(solutions to this in other comments or YouTube) the set did absolutely great on its first overseas trip. We don’t travel that often and the value for my family of 5(plus one duffel bag to check in and we were fine). Will update if any problems going forward. Would recommend.,Great set. Great value.,Color: family set-sky blueVerified Purchase,36 people found this helpful
