author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful
SamanthaKienlen,/gp/profile/amzn1.account.AHLYXUSUG5YWI2J444V2UZMPEGXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 18, 2016",1,0,https://www.amazon.com/product-reviews/B01N5HUOFP/ref=zg_bs_7147440011_cr_16?ie=UTF8&refRID=Q1CGY3GWGN1CCM3KBFZD&pageNumber=1,1.0 out of 5 stars,"This beanie was not a real CC beanie. The green one i received is authentic, however the black one came with a piece of leather I could rip off.. And is not the same quality of the other real CC beanies.",Not real.,Color: BlackVerified Purchase,493 people found this helpful
Ion Mura,/gp/profile/amzn1.account.AFOXRNPENVKZTXSCLSUUA5TOFXRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 14, 2017",2,1,https://www.amazon.com/product-reviews/B01N5HUOFP/ref=zg_bs_7147440011_cr_16?ie=UTF8&refRID=Q1CGY3GWGN1CCM3KBFZD&pageNumber=1,1.0 out of 5 stars,"Bought it back in January and didn't wear it till august. Then I took it for the first time and it broke apart. Contacted customer service, tehy said there is no warranty on it. May be I am unlucky with this product but for me it turned into wasted money, would not buy it again.I was surprised how many people have the same issue. Just check the 1 star reviews with pictures and you will see this is common, Hope I'de read them before buying it.",Broke apart on first use - many people reporting the same issue - check one star reviews with pictures,Color: GrayVerified Purchase,85 people found this helpful
SweetAndSalty,/gp/profile/amzn1.account.AGDPBHMQZSV5ABHU5ENOKNOSKZTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 17, 2017",2,0,https://www.amazon.com/product-reviews/B01N5HUOFP/ref=zg_bs_7147440011_cr_16?ie=UTF8&refRID=Q1CGY3GWGN1CCM3KBFZD&pageNumber=1,5.0 out of 5 stars,"Super cute and well made! I purchased mine from seller Pick&Pack and I received the CC exclusives name brand hat. It's not a knock off! I'm very happy with the color, it matches my green eyes nicely! I live in Massachusetts and this keeps my head nice and warm. I can even throw my waist length hair into a bun and put this on over the bun and it looks decent. I mostly wear it with my hair down though, it looks best that way. It doesn't give me hat hair either!",Very cute slouchy hat!,Color: TealVerified Purchase,107 people found this helpful
Erin,/gp/profile/amzn1.account.AFMLLEGJO7BNN575LQA5VRIC6YAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 23, 2016",2,4,https://www.amazon.com/product-reviews/B01N5HUOFP/ref=zg_bs_7147440011_cr_16?ie=UTF8&refRID=Q1CGY3GWGN1CCM3KBFZD&pageNumber=1,1.0 out of 5 stars,"A little loose, but that let it slouch nicely, so I didn't mind. I've had this hat for a while, but haven't had an opportunity to wear it until recently. It's been great for about two weeks, but I went to put it on today and the top unstitched itself and is now just a gaping hole. Very disappointed, as it was a good hat until it just fell apart.","but that let it slouch nicely, so I didn't mind",Color: BurgundyVerified Purchase,163 people found this helpful
W. Thein,/gp/profile/amzn1.account.AHIPZFQUKE2OBEKXISFZQJIRWO2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 26, 2017",1,0,https://www.amazon.com/product-reviews/B01N5HUOFP/ref=zg_bs_7147440011_cr_16?ie=UTF8&refRID=Q1CGY3GWGN1CCM3KBFZD&pageNumber=1,5.0 out of 5 stars,"This hat fit perfectly with just the right amount of slouch, and it is the PERFECT pink color. I have a big 'ol noggin', and finding a hat that actually has some slouch and doesn't pop right off my head can be something of a challenge. This one is in the Goldilocks range (see photo). The hat is toasty warm but didn't get sweaty outside in a Montana winter. It doesn't have a liner, so if you are facing very cold and windy conditions you may want to wear one with the hat to keep the wind out. Like all knitted hats, it will let some air through. The pattern of the stitching is very nice and it held up nicely to machine washing and drying without shrinkage, runs, frays, or fade. I may get another color next year.","""She Was Warned. She was Given an Explanation. Nevertheless, She PERSISTED!""",Color: Hot PinkVerified Purchase,53 people found this helpful
Kareem Abdullah,/gp/profile/amzn1.account.AEXNB2IBRK5HNOJRBUOVAM73227A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 14, 2014",1,4,https://www.amazon.com/product-reviews/B01N5HUOFP/ref=zg_bs_7147440011_cr_16?ie=UTF8&refRID=Q1CGY3GWGN1CCM3KBFZD&pageNumber=1,5.0 out of 5 stars,If fits amazing and it keeps my head warm!!! Everyone should go out and get this hat!! I love it and the ladies love me in it. Lol,great fit!!,Color: BeigeVerified Purchase,649 people found this helpful
Kindle Customer,/gp/profile/amzn1.account.AFADEJIH5AGLD2LJ5EDYBLI6ZXFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 5, 2015",1,2,https://www.amazon.com/product-reviews/B01N5HUOFP/ref=zg_bs_7147440011_cr_16?ie=UTF8&refRID=Q1CGY3GWGN1CCM3KBFZD&pageNumber=1,5.0 out of 5 stars,Good fit. Seems to be made well with quality material. Color was as expected,Will be buying more!,Color: CamelVerified Purchase,201 people found this helpful
Bea,/gp/profile/amzn1.account.AEEF4JENZJEWYZ5U77DJTW53TNSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 11, 2016",2,0,https://www.amazon.com/product-reviews/B01N5HUOFP/ref=zg_bs_7147440011_cr_16?ie=UTF8&refRID=Q1CGY3GWGN1CCM3KBFZD&pageNumber=1,1.0 out of 5 stars,"I loved loved loved this beanie.. Up until it completely unraveled. I have only worn the thing maybe 4 times since I bought it in Feb. I originally got it for a Photoshoot but loved it so much I deleted to incorporate it into my wardrobe. I took it with me to Italy this past week and as soon as I put it on, the top busted open!! It's now just a useless sleeve...",Unraveled after 1.5 months,Color: BurgundyVerified Purchase,40 people found this helpful
Jackie,/gp/profile/amzn1.account.AFDUHEYPDLY2POR4CLTAXMS3272A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 8, 2014",1,2,https://www.amazon.com/product-reviews/B01N5HUOFP/ref=zg_bs_7147440011_cr_16?ie=UTF8&refRID=Q1CGY3GWGN1CCM3KBFZD&pageNumber=1,5.0 out of 5 stars,Fits perfectly and it is very warm.,Love it,Color: TaupeVerified Purchase,228 people found this helpful
Danielle,/gp/profile/amzn1.account.AGQ6OCL4SKQUACAHXRKMIUGBKVLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 24, 2015",3,,https://www.amazon.com/product-reviews/B01N5HUOFP/ref=zg_bs_7147440011_cr_16?ie=UTF8&refRID=Q1CGY3GWGN1CCM3KBFZD&pageNumber=2,5.0 out of 5 stars,This is so cute! My expectations were pretty low but this is awesome. Looks good and slouchy enough even on my fairly large noggin. I will be getting lots of other colors!,Woah!,Color: IvoryVerified Purchase,208 people found this helpful
Kate L,/gp/profile/amzn1.account.AGC6JJWPTL7T5UUZOR7VSRJZ44FA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 13, 2016",1,,https://www.amazon.com/product-reviews/B01N5HUOFP/ref=zg_bs_7147440011_cr_16?ie=UTF8&refRID=Q1CGY3GWGN1CCM3KBFZD&pageNumber=2,3.0 out of 5 stars,"I originally ordered the purple version and I loved it. Soft, not too tight. Ordered two more in black and grey. I immediately noticed that the two hats were different. The grey has a tight weave, feels scratchy, and is tight on my head. The black one was just like the first I bought. I inspected closer and noticed the grey hat has a registered trademark next to the ""C.C."" and the tag inside says ""C.C. Exclusives"".Ironically, my husband and I agree that the knockoffs are more comfortable.",Ordering is a hit or a miss...,Color: Deep PurpleVerified Purchase,26 people found this helpful
Luna Lovegood,/gp/profile/amzn1.account.AGQQXVSWYV6KLJ5GMHG33FNY65AQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 13, 2016",6,,https://www.amazon.com/product-reviews/B01N5HUOFP/ref=zg_bs_7147440011_cr_16?ie=UTF8&refRID=Q1CGY3GWGN1CCM3KBFZD&pageNumber=2,1.0 out of 5 stars,"I wish I have read all the latest reviews of this product first before jumping in. As opposed to the reviews made here a year ago, it is not as slouchy as it appears to be. The reviews several months ago were all good so I assumed that this seller was consistent. The beanie itself has a very nice quality made of soft acrylic yarn but it doesn't match the photo displayed. The photo looks like it's made of cotton.  The one that I ordered was Shipped and Sold by NYFASHION101 so I thought that I would get the quality that it had previously known for. The beanie looked great on a person with a normal size head. I have a smaller head than an average person and this run small. In fact, it's so small and that slouchy look would suit a baby, toddler or a middle schooler. Since there's no way that I'm wearing this (because it's so small and unflattering), I would just give this as a gift to my niece who's in middle school. I hope everyone who plans on buying this beanie would read all the latest review it has, otherwise it will be a complete waste of money.",Definitely for KIDS.,Color: IvoryVerified Purchase,30 people found this helpful
R. Granger,/gp/profile/amzn1.account.AGHU7WKNV7UW5WDNATONLSXALWTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 26, 2018",0,,https://www.amazon.com/product-reviews/B01N5HUOFP/ref=zg_bs_7147440011_cr_16?ie=UTF8&refRID=Q1CGY3GWGN1CCM3KBFZD&pageNumber=2,1.0 out of 5 stars,"I definitely got a terrible version of the CC beanie. First this Isn’t a slouchy hat like the photo, which I didn't mind. What made me mad is the cheap hat I wasted money on. This one is made so poorly. Stitching of the cc goes beyond the leather logo, and it's very obvious that there's something off about it when I opened it. The knitting isn't tight the way it should be; for instance, when I put my hand through the hat, I can see my hand very easily if you know what I mean. Don’t waste your money. I'm so frustrated I didn't catch that there are no returns. This hat is garbage and the seller couldn't help me with replacing it or getting a refund. I have to reach out to Amazon.",NOT a CC Beanie! Poorly made: Don't Waste Your Money.,Color: BlackVerified Purchase,9 people found this helpful
SrvivlKittsn,/gp/profile/amzn1.account.AGSQBN2IXM35MAPJZMB7PP2BNXUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 19, 2018",4,,https://www.amazon.com/product-reviews/B01N5HUOFP/ref=zg_bs_7147440011_cr_16?ie=UTF8&refRID=Q1CGY3GWGN1CCM3KBFZD&pageNumber=2,1.0 out of 5 stars,"Super sad because I was so excited for this hat. I have prime, but it shipped seperately from my other items via usps, and took a week to arrive (yet said even 2 weeks after ordered). The hat is unraveling at the top and extremely loose knit. The color and fit are not as described or like the picture. I ordered a dual tone slouchy beanie. This looks more like one of the other more fitted beanies in the listing.UPDATE: Amazon refunded me because they have a guarantee. You can chat with someone online, so Prime is worth it.",REFUNDED. Unraveling loose knit on arrival. Wrong style/color.,Color: 2 Tone Lilac/Dark BeigeVerified Purchase,9 people found this helpful
Jen D.,/gp/profile/amzn1.account.AEB3WA67YXUGWAWYVGKEUFJRH2SQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 13, 2019",0,,https://www.amazon.com/product-reviews/B01N5HUOFP/ref=zg_bs_7147440011_cr_16?ie=UTF8&refRID=Q1CGY3GWGN1CCM3KBFZD&pageNumber=2,5.0 out of 5 stars,"Overall, a great product.  I started noticing while reading reviews and looking at the different colors that there appear to be both authentic and knock-off beanies here.  You can tell by looking closely at the pictures.  The authentic C.C beanies have the registered trademark (R with a circle around it) in the upper right of the logo on the leather tag.  The knock-offs are missing this.  The leather logo tag also appears to be darker on the authentic beanies.  So far, I have purchased 7, all authentic.  They make great gifts!  They are well-made, cozy, thick, and I haven't had any issues with them coming apart or unraveling.",Pay attention to photos,Color: Black MetallicVerified Purchase,7 people found this helpful
JillyPie,/gp/profile/amzn1.account.AE3EJJSPOOBPXW6RE35IQZF32WAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 29, 2017",1,,https://www.amazon.com/product-reviews/B01N5HUOFP/ref=zg_bs_7147440011_cr_16?ie=UTF8&refRID=Q1CGY3GWGN1CCM3KBFZD&pageNumber=2,5.0 out of 5 stars,I had bought one of these hats before so I thought I knew what I was getting but I didn't realize there are two different styles. My original hat was the pink and that was the oversized slouchy hat and the one I just ordered is the green and it's labeled a skully. The product picture that is posted for the item is a little misleading because I do think that is the slouchy hat but after I received the item and went back to check that I got the correct item I realized they have different descriptions and there is another picture that shows the smaller hat. So it doesn't fit exactly as I wanted but I'm rating the item I received. the hat itself is very nice and these are the only hats I can wear without it itching my forehead. It's a nice quality hat for a reasonable price. I may still buy another color but I'll make sure I order the fit I want.,"Two different styles, read descriptions carefully",Color: OliveVerified Purchase,11 people found this helpful
KarenVC,/gp/profile/amzn1.account.AGC7VFH3OGHJGGKV6OHLGRJSMEKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 15, 2017",1,,https://www.amazon.com/product-reviews/B01N5HUOFP/ref=zg_bs_7147440011_cr_16?ie=UTF8&refRID=Q1CGY3GWGN1CCM3KBFZD&pageNumber=2,5.0 out of 5 stars,"I love these Colorado Chick beanies! You can adjust it to be a little slouchy, or roll it up to be more fitted. It's very warm & chunky (as stated). I've been wearing it during our Florida winter cold snap to cover up my thinning pixie style hair (due to chemo). Those who have lost all of their hair to chemo may want to put on a thin liner cap underneath it. It's soft, but it does produce a lot of heat which may make an already sensitive scalp itchy. It may not be a factor for those who live in colder climates.I still love it as a head covering. I receive compliments every time I wear it. I love that I can stretch it over my ears as well. I haven't noticed any pinching around the ears. It' actually very comfortable. I'd definitely recommend this style beanie (and the oversized slouchy beanies) for any one who is losing their hair to chemo. It would be a great gift. I know I would appreciate a gift like this.I also want to say that the mauve color is not as rosy as pictured. It's more of a lavender color. It's not the exact color that I wanted, but it's still a very nice color.",A very flattering look!,Color: MauveVerified Purchase,11 people found this helpful
~*Sheild Maiden*~,/gp/profile/amzn1.account.AHUHGYNTIYF26YQGIKJCDTRJIUUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 23, 2015",9,,https://www.amazon.com/product-reviews/B01N5HUOFP/ref=zg_bs_7147440011_cr_16?ie=UTF8&refRID=Q1CGY3GWGN1CCM3KBFZD&pageNumber=2,5.0 out of 5 stars,"Love, Love these beanies! Beanies are a major part of my outfit in the winter, I run cold so I'm wearing them outside as well as in the house. I was kind of concerned if it would fit, I have a small head I can wear kid hats, and these beanies fit perfectly. They had just enough slouch. They are soft and warm, without being wool, I'm allergic and everything warm I found was wool. The colors are great. I bought a black and burgundy one. I was scared for the burgundy one because the picture is of a pink hat but the description says burgundy so I took a change on that. They are so soft and for the price I also bought the green, royal, and teal. I own the copper color but it was bought from a different seller and it's more of a rust color.","Hat's off to you, but I'll keep mine on",Color: BlackVerified Purchase,83 people found this helpful
Eva Lin,/gp/profile/amzn1.account.AFUGUEBW3DDUXUIHVF7PYASDTBNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 21, 2019",4,,https://www.amazon.com/product-reviews/B01N5HUOFP/ref=zg_bs_7147440011_cr_16?ie=UTF8&refRID=Q1CGY3GWGN1CCM3KBFZD&pageNumber=2,4.0 out of 5 stars,"Winter Wonderland Perfect!.  I love those scenic winter postcards but seriously dread being in it.  With that said, I needed to add a warm beanie to my collection.  Teal was my desired choice.  I was a little worried when the beanie arrived as promised, not for the quality but for the size.  Wasn’t sure if my head size was too big but it at first fit snuggly.  After using the beanie cap for almost a month the beanie has now stretched nicely without any degradation of its quality.  The merchant of this product definitely has done a nice job with its cable knitting skills.  Even at the very top you can see the quality in their workmanship how they completed the last stitches.The photo on the product page made it appear that it would hang nicely for those adorable lady fashion photo pics but either my head is too big its just a beanie.  There is a little room if the ladies reading this review want to put your hair in a bun but may take a little work to keep the the look.Appreciate having the option to have multiple selections of colors.  Not sure about the phrasing of two tone as the item I selected was blue/teal but was more teal and no visible blue tones.Either way, its warm, fits over my ears and mostly its not itchy and wears nicely even after several hours of being outdoors.Pros1. Nice deep coloring (I chose Teal)2. Cable knitting workmanship well done3. Multiple colors for consumers to pick from4. Warm5. Have received a lot of compliments while wearing it.Cons1. Wish it had more hanging in the back as seen in the product pageRecommendations1. Looking forward to getting matching scarf, gloves if they sell it let me know.",Snuggly & Warm,Color: Blue/TealVerified Purchase,3 people found this helpful
Musicbookfan,/gp/profile/amzn1.account.AHCWICGPJERZKOJ2INRYFSR62NAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 30, 2018",2,,https://www.amazon.com/product-reviews/B01N5HUOFP/ref=zg_bs_7147440011_cr_16?ie=UTF8&refRID=Q1CGY3GWGN1CCM3KBFZD&pageNumber=3,3.0 out of 5 stars,"Absolutely love real CC hats. I went to Amazon to replace my fav CC hat (which was purchased at a small store). Both hats I ordered were fulfilled by Amazon but from two different sellers/prices. Neither hat compares to the CC hat I previously purchased at the small store, that hat was fantastic. Both hats have the ""CC"" logo on the outside, however the confetti hat appears to be a knock-off. The confetti hat is smaller, and isn't as well made, for example the inside of the top of the hat has loose threads and no inside label. The ""CC"" tag on the outside doesn't have the circled ""R"" by the logo. It was also less expensive than the red hat. The red hat fits great, has a CC tag inside, and the outside CC tag is softer with the circled ""R"" included.  The Confetti style hat isn't a bad hat, for the cheap price, but compared to the red one it's clearly less quality. The small size it kinda annoying so I'm deciding if I want to keep it or not. Bottom line is, as other reviewers state, it's a gamble ordering these hats from the various sellers marketing them on Amazon- some are great and the real deal, but a buyer just might get a less quality knock off. For the price it's might be worth the gamble, as many can be returned as well. I've included photos of the two hats for comparison.",Confetti style received appears to be a knock-off; Inexpensive everyday hats.,Color: Confetti IvoryVerified Purchase,3 people found this helpful
seasurfsmile,/gp/profile/amzn1.account.AFPJHX374A6ALH2JZI4X44NEUHQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 31, 2016",2,,https://www.amazon.com/product-reviews/B01N5HUOFP/ref=zg_bs_7147440011_cr_16?ie=UTF8&refRID=Q1CGY3GWGN1CCM3KBFZD&pageNumber=3,5.0 out of 5 stars,"I got the neon lime beanie, and it is officially my new favorite!! I ordered a couple in the past, so I knew that I already liked the style. It fits comfortably, although I do not have a large head... however the beanie still has extra room if I did. As far as slouch goes; there is some, but not a lot, which is something I don't mind. The color is true to the picture. There IS a color called 'lime green' besides the 'neon lime' which I ordered, however I cannot say if it is the same color as this one (they both have the same pictures though....). Overall I am really happy with this beanie, it is very soft and thick, perfect for cold weather, although I wear mine when its not winter too. I am very happy its the neon green color as the picture shows.",Neon Lime Beanie - Perfect!!,Color: Neon LimeVerified Purchase,11 people found this helpful
DMM,/gp/profile/amzn1.account.AHBZ577FOF2QM3WATU3GX3TRR5KA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 15, 2020",0,,https://www.amazon.com/product-reviews/B01N5HUOFP/ref=zg_bs_7147440011_cr_16?ie=UTF8&refRID=Q1CGY3GWGN1CCM3KBFZD&pageNumber=3,1.0 out of 5 stars,"Ok so I found these hats by typing into the search bar “beanie”...this was the first product to pop up for me. I looked at reviews and saw all the positives about them being bigger, slouchy hats and thought, “ok this is what I want”. I ordered two and they just arrived today. (1-15-20). They seem to be made with decent material but the problem is, they are SO SMALL. I’m sorry, I have the tiniest, roundest, head EVER. I am famously known in my family and friends for having an unusually small round teeny tiny head. Mostly due to a jaw malformation I have had since birth. Usually, when I buy standard hats, (even ball caps) they are always so huge on me. And I have never bought a beanie/slouchy hat before, these were my first ones. I WANTED it to be bigger and slouchy. That was the point!!! So I read the reviews and looked at pictures of other Buyers and felt that I was going to get a big slouchy hat....NOW, I see that I was ripped off or received a product that was not as advertised. These hats have NO SLOUCH and they are so small. SO SMALL. For someone who has a normal sized head, these will NOT be beanies or slouchy hats. They will be small bowls sitting on top of their heads. I feel bad for all the people buying these hats thinking that they are going to fit their standard sized heads. Since they are so small on my tiny head, I can’t even imagine what they would look like on a normal head. I’m thinking the reviews I read were all old reviews from years ago when this hat was actually made right or made from a different company. But today, 1-15-2020, I received hats that were not as advertised or previously reviewed. So disappointed!!! I’m not even certain my 7 year old niece would get much of a slouch out of these hats!  With all that said, the hats are still cute for being standard winter hats. They are soft and stitched well as far as I can see. But there is absolutely no consistency on where these are made. Some in China, some in Honduras...looking at all the reviews, I see that we are all getting different products made from different places and to me, that indicates SCAM SCAM SCAM.  Shame on amazon for not filtering their suppliers a little better! If you want slouchy or saggy beanies/hats, go somewhere else because you will not get that from these hats. I will still use them, but my hunt for the perfect slouchy hat is still on. :/","Buyer beware, these hats are TINY!!!!",Color: 2 Tone Black/Dark BeigeVerified Purchase,2 people found this helpful
